batch_size,body_text_combined,data_directory,decay,embedding_path,epochs,fc_dropout,fc_layer,fc_neurons,forecast_F1,forecast_precision,forecast_recall,frontpage,lr,lstm1_dropout,lstm1_layer,lstm1_max_len,lstm1_neurons,max_words,meta_dropout,meta_layer,meta_neurons,mod_id,n_embedding,patience,qt_target,test_F1,test_precision,test_recall,testing_group,train_F1,train_precision,train_recall,training_group,val_F1,val_precision,val_recall,validation_group,w,year_target,year_window
256,1,../02 Data processing/Output/proc_data/,9.749228876833185e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.34904442685588644,2,38,0.7565691621219632,0.7252851711026616,0.7906735751295336,1,0.0020332785674617203,0.08919282556541847,5,188,58,7340,0.2054718209942639,4,35,1539873595,143,3,3,0.7878177699471434,0.7882145555275749,0.7874213836477988,[1],0.8682203034621511,0.8654633575666416,0.8709948700698007,"[3, 4, 5]",0.7776936664143327,0.7798582995951417,0.7755410166079517,[2],0.3644169710500824,1953,5
256,1,../02 Data processing/Output/proc_data/,0.0001076617144585186,../02 Data processing/Output/embedding_matrix.pkl,100,0.29784279196537944,1,34,0.7477236207820033,0.687007874015748,0.8202115158636898,1,0.0017517776266452274,0.06998598602702681,6,206,76,7073,0.17459757055395483,5,38,1539900591,140,3,4,0.7790422000948317,0.7394239423942395,0.8231462925851704,[1],0.8583619770060448,0.8126122082585279,0.9095704596834966,"[3, 4, 5]",0.7776339022954679,0.7333481349911191,0.8276121272863944,[2],0.460600893489476,1953,5
256,1,../02 Data processing/Output/proc_data/,7.865986785701517e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.2341469979457393,1,37,0.7892095357590966,0.8523035230352304,0.7348130841121495,1,0.0021921594454069487,0.07971793809101668,7,237,77,8343,0.21414742504461676,4,40,1539846167,110,3,1,0.7769692327333079,0.7943095797441921,0.7603698150924538,[1],0.8450799847244027,0.8586703457790807,0.8319131161236425,"[3, 4, 5]",0.7785987261146496,0.7937662337662338,0.764,[2],0.37089835187267495,1954,5
256,1,../02 Data processing/Output/proc_data/,6.900220643497364e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.247667841993185,3,43,0.7683566433566432,0.7060240963855422,0.8427612655800575,1,0.0016361876648956764,0.0694396260146199,7,218,71,6571,0.19293328812226654,2,36,1539849248,111,3,2,0.7815786292759579,0.7557269752220663,0.809261576971214,[1],0.8474277236456955,0.8133466748768473,0.884489830082866,"[3, 4, 5]",0.7753727753727754,0.7456059204440333,0.8076152304609219,[2],0.38728955735217263,1954,5
256,1,../02 Data processing/Output/proc_data/,7.107304494079497e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.21138944671993012,4,42,0.7627264883520277,0.7111826226870475,0.8223255813953488,1,0.0015152306656354294,0.06892049088915786,6,245,69,6729,0.19754856268378562,2,43,1539850151,116,3,3,0.7850129198966409,0.7932114882506528,0.7769820971867007,[1],0.8607139799674687,0.8615252784918594,0.8599042080054738,"[3, 4, 5]",0.7811213991769547,0.7849573533212717,0.777322754031226,[2],0.4479164601485913,1954,5
256,1,../02 Data processing/Output/proc_data/,6.11662818167813e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.19715449492603182,3,37,0.816270566727605,0.8147810218978102,0.8177655677655677,1,0.0011849037260399289,0.09395448420772005,6,218,80,6706,0.20357162037499943,3,54,1539880646,99,3,4,0.7842569435303409,0.8036147828432695,0.7658097686375321,[1],0.8803935105281326,0.8839022699705423,0.876912497851126,"[3, 4, 5]",0.7768115942028986,0.7961112611396165,0.758425520967327,[2],0.5858064427504959,1954,5
256,1,../02 Data processing/Output/proc_data/,7.416066283038583e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.2296899093762649,2,59,0.7143561914158856,0.8418604651162791,0.6203941730934018,1,0.0010657120595166107,0.07754720382559387,6,184,67,7555,0.18723841697675042,2,31,1539963453,130,3,1,0.7868726854807815,0.7801975183590782,0.7936630602782071,[1],0.8402921433697809,0.8239774797151846,0.8572659143767767,"[3, 4, 5]",0.7712583956406033,0.7584745762711864,0.7844805362206755,[2],0.6307589770571536,1955,5
256,1,../02 Data processing/Output/proc_data/,6.734443352478138e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.20889715676327225,5,38,0.6690070210631897,0.8411097099621689,0.5553705245628643,1,0.0007527285257446644,0.0890791963772159,3,243,68,5552,0.11713041234434637,2,30,1539965451,206,3,2,0.7906318363145027,0.7946197620279358,0.7866837387964148,[1],0.8424012611307572,0.8380807053238386,0.8467665952890793,"[3, 4, 5]",0.7831029582741248,0.7895285230528784,0.7767811378780113,[2],0.6239144395018755,1955,5
256,1,../02 Data processing/Output/proc_data/,8.025305273091912e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.2750849685664138,2,66,0.7723342939481267,0.8481012658227848,0.708994708994709,1,0.000810331008035887,0.0496745112416983,8,189,79,5853,0.09787993812451837,3,30,1539887350,149,3,3,0.8070085029631539,0.8205396908566938,0.7939163498098859,[1],0.8732059447983015,0.8744684470147984,0.8719470827679783,"[3, 4, 5]",0.7889202359579379,0.7975110189266269,0.7805125602638924,[2],0.5222217284273691,1955,5
256,1,../02 Data processing/Output/proc_data/,9.531488589760459e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.258045319373128,3,62,0.8271334792122538,0.8083832335329342,0.8467741935483871,1,0.0008614690356996656,0.06169883236757993,7,183,70,5785,0.1221942543787113,3,31,1539860142,151,3,4,0.8106965174129352,0.8007371007371007,0.8209068010075566,[1],0.8679696519874649,0.8499555842687555,0.8867638385710674,"[3, 4, 5]",0.7997992975413948,0.7958062905641538,0.8038325769036813,[2],0.47934625725380653,1955,5
256,1,../02 Data processing/Output/proc_data/,9.556873465620365e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.3568269565261717,4,29,0.6917293233082707,0.6638370118845501,0.7220683287165282,1,0.0016086444879195403,0.08093860697470179,5,109,73,12487,0.3414527074844712,2,56,1539860426,101,3,1,0.8136596471257825,0.7491092014252777,0.8903836571998007,[1],0.875864937422014,0.8016334440753046,0.9652471039253271,"[3, 4, 5]",0.8135011441647598,0.75142675967026,0.8867548016961836,[2],0.2765073572770448,1956,5
256,1,../02 Data processing/Output/proc_data/,9.822478708499322e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.2127351704985221,1,55,0.7453625632377741,0.690625,0.8095238095238095,1,0.0020295414238943998,0.10770053376824454,5,99,102,9330,0.19198525655370233,5,45,1539861488,130,3,2,0.8325159391858755,0.8272417153996101,0.837857847976308,[1],0.948105003438094,0.9294948052978032,0.9674756480105663,"[3, 4, 5]",0.8233119763430262,0.8210862619808307,0.8255497899678774,[2],0.5047720660258176,1956,5
256,1,../02 Data processing/Output/proc_data/,0.00010755841240892858,../02 Data processing/Output/embedding_matrix.pkl,100,0.177185838888867,5,51,0.4411891426109436,0.38876233864844345,0.5099601593625498,1,0.0013358476963767065,0.09222370173756776,3,77,72,6302,0.22969548809035775,2,52,1539951078,206,3,3,0.823135385804457,0.8667932718393923,0.7836644591611479,[1],0.8947144437824496,0.9295251569546379,0.8624169333005168,"[3, 4, 5]",0.8136989828762714,0.8552097428958051,0.7760314341846758,[2],0.29232156376760576,1956,5
256,1,../02 Data processing/Output/proc_data/,7.821928168374132e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.3769287665524315,5,68,0.5701064322073114,0.509090909090909,0.647739221871714,1,0.0016011856842919091,0.07912164222824793,6,163,34,5351,0.39187044971076124,1,77,1539791713,221,3,4,0.8080045740423099,0.7570173559031498,0.8663560568906327,[1],0.8623797391337416,0.8040133304970574,0.9298835492865344,"[3, 4, 5]",0.8051235132662398,0.7537473233404711,0.8640157093765342,[2],0.15555304182868543,1956,5
256,1,../02 Data processing/Output/proc_data/,8.806239066428549e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.14848855696400778,6,31,0.6268364348677767,0.5579773321708805,0.7150837988826816,1,0.002375619051002647,0.07169767020084866,4,139,76,9683,0.511755606175534,3,72,1539863489,170,3,1,0.801750950351342,0.7550444781948362,0.8546168958742633,[1],0.8951307971294081,0.8440046565774156,0.9528503367833087,"[3, 4, 5]",0.7930994824611846,0.7450302506482281,0.8477993607081387,[2],0.18644787112219902,1957,5
256,1,../02 Data processing/Output/proc_data/,6.412317393838641e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.10642294919831423,5,22,0.6341772151898734,0.6498054474708171,0.619283065512979,1,0.004066945545579366,0.06444304337054857,1,94,174,8419,0.386345558354413,1,33,1539864415,174,3,2,0.7954745443117536,0.8148338913211435,0.7770137524557956,[1],0.9389091206677851,0.9356548687000489,0.9421860885275519,"[3, 4, 5]",0.7925093632958802,0.8049708343900583,0.7804278337841161,[2],0.14293223326528137,1957,5
256,1,../02 Data processing/Output/proc_data/,7.453712075492038e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.18865476431366407,9,29,0.5464349910125824,0.4820295983086681,0.6307053941908713,1,0.00229579701095449,0.0703752165326618,1,91,100,6377,0.7431185870978139,1,40,1539794434,173,3,3,0.7821348181495084,0.7500568052715292,0.817079207920792,[1],0.9106965273081666,0.876694493375201,0.9474424764111902,"[3, 4, 5]",0.7757546717776712,0.7507535358219337,0.8024783147459728,[2],0.19352914802065121,1957,5
256,1,../02 Data processing/Output/proc_data/,8.276258364562635e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.10622946539428192,7,26,0.508108108108108,0.5124610591900312,0.5038284839203675,1,0.0018108917785621254,0.0638412521910915,2,95,114,5152,0.5361344345815335,3,37,1539864998,121,3,4,0.7777504911591355,0.7571121204876883,0.7995455693006817,[1],0.8955556472578715,0.8759283177268324,0.9160827353313634,"[3, 4, 5]",0.7739302498144942,0.7576271186440678,0.7909504550050556,[2],0.30000693990453325,1957,5
256,1,../02 Data processing/Output/proc_data/,0.00010556056695684304,../02 Data processing/Output/embedding_matrix.pkl,100,0.14876544778147022,5,18,0.4642313546423136,0.4765625,0.45252225519287836,1,0.0015280491665027103,0.0744984192072787,2,83,68,8712,0.4933228122142403,2,41,1539827254,193,3,1,0.7669553630912725,0.8025655326268823,0.7343710130135238,[1],0.8481385433607314,0.8746260538482459,0.8232081911262799,"[3, 4, 5]",0.7633159791750099,0.7992731339110987,0.7304547777210015,[2],0.2351503220888871,1958,5
256,1,../02 Data processing/Output/proc_data/,8.701456824844312e-05,../02 Data processing/output/embedding_matrix.pkl,100,0.08419581452414095,10,26,0.47549668874172185,0.4550063371356147,0.49791955617198336,1,0.0013608791399491694,0.03587638048807851,2,93,68,4598,0.7592812118061588,1,55,1539109181,196,3,2,0.7458770614692654,0.7243387527299199,0.7687355137780066,[1],0.8955970647098065,0.8680892337536372,0.9249052704099208,"[3, 4, 5]",0.7486146095717885,0.7316592811422944,0.7663744198040227,[2],0.21717341302570997,1958,5
256,1,../02 Data processing/Output/proc_data/,6.428253757419693e-05,../02 Data processing/output/embedding_matrix.pkl,100,0.10360114676660351,8,19,0.5133239831697055,0.5191489361702127,0.507628294036061,1,0.001334139300773786,0.03815768678787305,4,129,54,4933,0.6398976675893254,1,34,1539089525,300,3,3,0.743314782136555,0.7741023466214306,0.7148825065274151,[1],0.8584684724492954,0.8688729874776386,0.8483101912496726,"[3, 4, 5]",0.7435479489269221,0.7736009044657999,0.7157426778242678,[2],0.2995970654547316,1958,5
256,1,../02 Data processing/Output/proc_data/,7.032586187913667e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.08639954665033,7,14,0.4797843665768194,0.5255905511811023,0.4413223140495868,1,0.0012105390544428153,0.03173925653927721,1,142,67,5400,0.464586158934432,1,30,1539867432,284,3,4,0.7250525210084034,0.7201356285863328,0.7300370174510841,[1],0.8492225061723047,0.8319613001782229,0.8672151450813871,"[3, 4, 5]",0.7344322344322345,0.7255104678211424,0.7435761589403973,[2],0.2306492854763019,1958,5
256,1,../02 Data processing/Output/proc_data/,6.49594667298566e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.07485055092135104,6,17,0.5631768953068592,0.5342465753424658,0.5954198473282443,1,0.001419927229731229,0.028639047085102388,4,142,63,4044,0.5770992338693602,1,57,1539959169,300,3,1,0.7165834719911259,0.7425287356321839,0.692390139335477,[1],0.8730050470604285,0.8859357696566998,0.860446356547459,"[3, 4, 5]",0.7265668330560179,0.7515777395295468,0.703166935050993,[2],0.3230155395689405,1959,5
256,1,../02 Data processing/Output/proc_data/,6.656807517837641e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.08736836136719552,7,27,0.4762979683972912,0.6317365269461078,0.3822463768115942,1,0.0013268028043343278,0.061888168815202114,4,109,61,8522,0.4640401732827235,2,60,1539959877,300,3,2,0.7157584683357878,0.7776,0.6630286493860846,[1],0.8455686388525465,0.9014360987705341,0.7962219383099106,"[3, 4, 5]",0.7238861570555803,0.7961324156014421,0.6636612021857924,[2],0.26295126574420674,1959,5
256,1,../02 Data processing/Output/proc_data/,5.0274854433813876e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.07896721303283424,6,34,0.5418994413407822,0.5369003690036901,0.5469924812030075,1,0.0015352521684102156,0.04880757374023142,3,97,89,5880,0.5453933672376913,2,47,1539585378,215,3,3,0.7074626865671643,0.6855114383381541,0.7308662741799832,[1],0.870017793594306,0.8275365998138275,0.9170965019225359,"[3, 4, 5]",0.7089022392135446,0.6900584795321637,0.7288040426726559,[2],0.33044518635586373,1959,5
256,1,../02 Data processing/Output/proc_data/,8.334375714978027e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.07276141857344334,5,28,0.4551148225469729,0.5165876777251185,0.40671641791044777,1,0.0009641835988262072,0.09029069221897637,2,143,75,7628,0.2896871627166588,2,69,1539871481,149,3,4,0.6981672394043528,0.6916312056737589,0.7048279849667534,[1],0.7976779596497906,0.7848314606741573,0.8109520123839009,"[3, 4, 5]",0.7063250832247793,0.7062228654124457,0.7064273306311523,[2],0.3363149326674428,1959,5
256,1,../02 Data processing/Output/proc_data/,7.254299431936081e-05,../02 Data processing/output/embedding_matrix.pkl,100,0.06272805940362056,6,27,0.5759999999999998,0.5418060200668896,0.6148007590132827,1,0.0016321221864457963,0.05933076643834995,1,79,77,6893,0.47651444813430155,3,51,1539119149,219,3,1,0.6558479532163743,0.6423253150057274,0.6699522102747909,[1],0.8531475252282557,0.8214120477468307,0.8874337698690393,"[3, 4, 5]",0.6706021251475798,0.6616191030867793,0.6798324356672651,[2],0.2665542505696703,1960,5
256,1,../02 Data processing/Output/proc_data/,7.94774499050933e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.07381465395640718,7,30,0.5200945626477541,0.44776119402985076,0.6203007518796992,1,0.0016855777891592336,0.06570593474379284,2,98,85,4359,0.4159107583882026,1,31,1539963060,193,3,2,0.6698536868028394,0.6277491175672006,0.7180124223602484,[1],0.8460400057287439,0.7822210451977402,0.9211976296912361,"[3, 4, 5]",0.6699578916799768,0.6280969234957801,0.7177971375233354,[2],0.3287499512065432,1960,5
256,1,../02 Data processing/Output/proc_data/,7.376611944649668e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.04668068576653086,7,22,0.6205035971223022,0.625,0.6160714285714286,1,0.0013199698203882415,0.04032621840917531,3,103,87,4494,0.3544512410189387,5,72,1539963919,233,3,3,0.639275532450109,0.6624956551963851,0.6176279974076474,[1],0.8745324356097041,0.8616405180583342,0.8878159921883476,"[3, 4, 5]",0.6532646619039708,0.6691626957113683,0.638104511522233,[2],0.25095055688752604,1960,5
256,1,../02 Data processing/Output/proc_data/,7.460392597918282e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.0528791179884813,5,16,0.5813221406086045,0.675609756097561,0.5101289134438306,1,0.0016379695169738318,0.04027389437994013,1,87,132,3982,0.3978995011653529,2,52,1539811944,138,3,4,0.6414621035656692,0.685823754789272,0.6024907438572871,[1],0.8367276093496876,0.8597075258589941,0.8149442127803449,"[3, 4, 5]",0.6494066882416397,0.6956856702619415,0.6089008766014835,[2],0.18094892491762224,1960,5
256,1,../02 Data processing/Output/proc_data/,9.541404574461941e-05,../02 Data processing/output/embedding_matrix.pkl,100,0.04578084623937689,4,12,0.5855263157894737,0.5788617886178862,0.5923460898502496,1,0.0013815770914552352,0.045587196606042865,3,82,135,4089,0.35372866734511726,4,53,1539151083,211,3,1,0.6320051830255912,0.5880048221820374,0.6831232492997199,[1],0.8355150214592274,0.7701513203441797,0.9130026966819088,"[3, 4, 5]",0.6289389067524116,0.5807600950118765,0.6858345021037868,[2],0.18093319629640442,1961,5
256,1,../02 Data processing/Output/proc_data/,7.418275235520547e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.056874666710407286,3,17,0.5983999999999999,0.6111111111111112,0.5862068965517241,1,0.0016205821200179905,0.0598722022046155,1,62,123,4296,0.3869905491221925,2,59,1539965797,161,3,2,0.6040221914008322,0.5791223404255319,0.631159420289855,[1],0.8542106163407264,0.8055704914506936,0.9091019417475729,"[3, 4, 5]",0.6139097089070944,0.5905432595573441,0.6392014519056262,[2],0.17964043661328388,1961,5
256,1,../02 Data processing/Output/proc_data/,0.00010869551825121899,../02 Data processing/Output/embedding_matrix.pkl,100,0.03532527204128958,5,18,0.6239249413604379,0.6195652173913043,0.6283464566929133,1,0.0016509192982681485,0.072684194823177,2,119,130,3184,0.380092976874234,4,52,1539592986,126,3,3,0.600361663652803,0.5802167074449494,0.6219557886849008,[1],0.8539233523094079,0.8020063940028663,0.9130271084337349,"[3, 4, 5]",0.6038077969174978,0.5840056120659418,0.625,[2],0.12856978971906063,1961,5
256,1,../02 Data processing/Output/proc_data/,6.672725172373432e-05,../02 Data processing/output/embedding_matrix.pkl,100,0.051533939130689134,5,15,0.6267281105990784,0.6394984326018809,0.6144578313253012,1,0.001148444807240231,0.03777394975424984,2,95,112,3206,0.4433595844737819,3,58,1539154499,196,3,4,0.5990950226244343,0.5648464163822525,0.6377649325626205,[1],0.8154221912072576,0.7419832786538259,0.9049954821221118,"[3, 4, 5]",0.6026513794338947,0.5621657754010695,0.6494208494208494,[2],0.17532504009321345,1961,5
256,1,../02 Data processing/Output/proc_data/,5.0917099570231455e-05,../02 Data processing/output/embedding_matrix.pkl,100,0.05571417161829461,8,14,0.6422893481717011,0.7426470588235294,0.5658263305322129,1,0.0009337743025016095,0.03655834678501742,2,87,94,5021,0.3690047719686405,5,56,1539156185,130,3,1,0.6066838046272494,0.6087301587301587,0.6046511627906976,[1],0.7317987844303635,0.7171461158281587,0.7470627062706271,"[3, 4, 5]",0.601515755883526,0.6078194276501411,0.5953414923016186,[2],0.24771797631066303,1962,5
256,1,../02 Data processing/Output/proc_data/,7.095039483061451e-05,../02 Data processing/output/embedding_matrix.pkl,100,0.0514362055146401,7,24,0.6772793053545586,0.7986348122866894,0.5879396984924623,1,0.0012744944468115334,0.03077596111385536,1,97,147,4221,0.276926817676868,5,64,1539156987,153,3,2,0.612286411716843,0.6231884057971014,0.6017592962814874,[1],0.7736062196823709,0.7676381379401293,0.7796678274845968,"[3, 4, 5]",0.6181078331637843,0.6282051282051282,0.6083299959951942,[2],0.1764930100185469,1962,5
256,1,../02 Data processing/Output/proc_data/,5.3410914802133485e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.0390713415700307,3,23,0.7321212121212121,0.749379652605459,0.7156398104265402,1,0.0011922018978941223,0.03819593440957419,4,56,108,5963,0.3821884737721819,1,45,1539969167,134,3,3,0.598109640831758,0.5668219276245073,0.6330532212885154,[1],0.7829163821466261,0.7289330713212345,0.8455349959774738,"[3, 4, 5]",0.6229819563152897,0.5918440996030314,0.6575781876503609,[2],0.21712210732947898,1962,5
256,1,../02 Data processing/Output/proc_data/,3.2822855957727045e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.06775186050220966,9,20,0.6584004959702418,0.6068571428571429,0.7195121951219512,1,0.0005697064316222306,0.05446075894398747,1,57,227,4048,0.32076907873906974,3,37,1539880241,160,3,4,0.6105503713578366,0.5876099706744868,0.635354736424891,[1],0.7930903568716781,0.7575244772150369,0.832160403664852,"[3, 4, 5]",0.6279204479629272,0.6110484780157835,0.6457505957108817,[2],0.14163191985756415,1962,5
256,1,../02 Data processing/Output/proc_data/,0.00012593594362125652,../02 Data processing/Output/embedding_matrix.pkl,100,0.039317375136761916,8,18,0.699601593625498,0.7173202614379085,0.6827371695178849,1,0.0008581355026944965,0.02158442297569869,2,80,78,4649,0.3026045195009065,1,34,1539880393,268,3,1,0.6306818181818181,0.6507537688442211,0.6118110236220472,[1],0.7348739219171769,0.7336663599316419,0.7360854655763651,"[3, 4, 5]",0.6374695863746959,0.655819774718398,0.6201183431952663,[2],0.2141748269237563,1963,5
256,1,../02 Data processing/Output/proc_data/,8.203913668831948e-05,../02 Data processing/output/embedding_matrix.pkl,100,0.04248462602456874,4,19,0.7072072072072073,0.6690340909090909,0.75,1,0.0010697690789691875,0.019651207092885124,2,55,78,6420,0.28066666036846555,3,65,1539161645,159,3,2,0.6488636363636364,0.6238164603058995,0.676006314127861,[1],0.7604764005293341,0.7264627979773658,0.7978315483273833,"[3, 4, 5]",0.6560521772491847,0.6371087928464978,0.6761565836298933,[2],0.13490016957252726,1963,5
256,1,../02 Data processing/Output/proc_data/,5.182152647670877e-05,../02 Data processing/output/embedding_matrix.pkl,100,0.05723269696753954,3,27,0.6999002991026919,0.7516059957173448,0.6548507462686567,1,0.0008430552501669854,0.016094411457759545,1,55,96,6580,0.32144398491188597,2,57,1539162356,149,3,3,0.6576537287396423,0.7281506518590053,0.5996023856858846,[1],0.7908144958736992,0.85718730553827,0.7339816171573198,"[3, 4, 5]",0.6679833223612025,0.7438905180840665,0.6061330147351652,[2],0.1927711332807327,1963,5
