meta_layer,meta_neurons,meta_dropout,lstm1_max_len,lstm1_neurons,lstm1_dropout,lstm1_layer,fc_neurons,fc_dropout,fc_layer,max_words,lr,n_embedding,decay,w,month_window,forecast_period,batch_size,patience,epochs,testing_group,validation_group,training_group,data_text,embedding_matrix_path,embedding_path,tokenizer,model_folder,year_target,mt_target,body_text_combined,frontpage,mod_id,test_precision,test_recall,test_F1,train_precision,train_recall,train_F1,val_precision,val_recall,val_F1,forecast_precision,forecast_recall,forecast_F1,diff,pci
2,83,0.3347007490290522,65,116,0.0573329887820026,6,41,0.3131456889279702,3,5639,0.0019625532988266437,143,6.161856218974007e-05,0.43888601144526723,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1951,1,1,1,1546683798,0.8363688104723961,0.7713910761154855,0.8025669033315129,0.8761323543434729,0.8187488861165567,0.8464692063199594,0.8374538221085536,0.7779831045406547,0.8066237854112495,0.7465753424657534,0.6109865470852018,0.6720098643649816,0.13055703896653137,0.13055703896653137
2,41,0.31645394933981785,136,57,0.06892107943806543,4,39,0.3684750547822659,3,8755,0.0016347225391264426,115,0.00016765090931960484,0.22756232059035966,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1951,10,1,1,1554610017,0.7924621869575998,0.7885516901060943,0.7905021023992085,0.8551957706922187,0.8675940668733764,0.8613503057531511,0.79745889387145,0.7950819672131147,0.796268656716418,0.75,0.7682926829268293,0.7590361445783131,0.03146595782089534,0.03146595782089534
1,122,0.18652541546276688,51,63,0.07577152377521046,5,52,0.2753870281880705,4,13372,0.002564334251196479,112,4.5011014973585705e-05,0.37949840701533805,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1951,4,1,1,1555041003,0.8328782086291644,0.7644110275689223,0.797177208572922,0.9042200519666697,0.8585282858358145,0.8807819863850586,0.8289792620522488,0.7759011847743887,0.8015625000000001,0.7098765432098766,0.7135470527404343,0.7117070654976791,0.08547014307524281,0.08547014307524281
1,35,0.32002548510166196,125,62,0.18387469628519726,5,32,0.25859253520175407,1,7609,0.0032139508520793603,180,0.00010196769811331953,0.2438983465198839,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1951,7,1,1,1555041485,0.7997518610421837,0.7907262021589794,0.7952134221564273,0.9087615838247683,0.8980934143701607,0.9033960051924125,0.8030188679245283,0.7875647668393783,0.7952167414050823,0.7482305358948432,0.7429718875502008,0.7455919395465994,0.049621482609827905,0.049621482609827905
2,44,0.48888741957938775,84,61,0.05470113420387478,5,39,0.29475202480527113,1,7971,0.0022603966529094895,105,0.00011208277279754441,0.4310680602398087,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1952,1,1,1,1546496779,0.7791545189504373,0.7995512341062079,0.7892211148025101,0.8495295262816352,0.8874671637996779,0.8680840482407062,0.7802463173146583,0.811401305876444,0.7955188969592515,0.7477876106194691,0.757847533632287,0.7527839643652561,0.03643715043725404,0.03643715043725404
1,31,0.5888948205823196,118,55,0.04863843402663139,5,22,0.33958086285899325,2,5241,0.002001269178425138,194,9.638348593408242e-05,0.3095250960279306,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1952,10,1,1,1546687731,0.7781871775976419,0.792991239048811,0.785519464418547,0.8503829787234043,0.8502382573179034,0.8503106118628202,0.790281973816717,0.792476647311285,0.7913777889827304,0.767879548306148,0.7099767981438515,0.7377938517179023,0.04772561270064468,0.04772561270064468
2,49,0.3134012750722165,131,83,0.09970364683926626,4,47,0.470234278852285,3,9208,0.0019616212778956646,142,0.00016795233021027906,0.1799040827385904,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1952,4,1,1,1554443243,0.7808285163776493,0.8121242484969939,0.7961689587426327,0.8254770836731365,0.8618135376756066,0.8432540509018204,0.784390243902439,0.8117112569409389,0.7978169188786902,0.7349282296650718,0.7933884297520661,0.7630402384500745,0.0331287202925582,0.0331287202925582
2,50,0.38477747267988843,189,70,0.09531810453735448,4,37,0.2076669214713731,3,7894,0.0016964752957540105,106,0.00011221096652221415,0.3946655402058179,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1952,7,1,1,1554784655,0.7676240208877284,0.8111361926260346,0.7887804878048781,0.8383443330888943,0.8773769932634092,0.8574166666666667,0.7768157768157768,0.8166877370417194,0.7962529274004684,0.778652668416448,0.7960644007155635,0.7872622733303849,0.0015182144744931847,0.0015182144744931847
2,37,0.4972873328669268,140,72,0.082412374408886,7,28,0.1839405967877823,3,5315,0.002009245288280447,175,0.00013643524982728694,0.4397499288857351,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1953,1,1,1,1554445953,0.7771173848439822,0.7898313616914171,0.7834227936587194,0.8718204488778055,0.8973305954825462,0.8843916013154567,0.7815146985550573,0.7963950241177964,0.7888846975983905,0.7626903553299492,0.7037470725995316,0.7320341047503046,0.05138868890841475,0.05138868890841475
1,40,0.4833137948332564,122,74,0.06761039060334058,5,32,0.20106333382781422,3,6522,0.0023904267958903785,138,0.00013541617335288865,0.3943487783318219,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1953,10,1,1,1546166837,0.7848293299620733,0.7681267013115566,0.7763881940970485,0.896883900150779,0.9010350921484473,0.8989547038327526,0.7943477163764825,0.7866066966516742,0.7904582548650345,0.7083839611178615,0.6850763807285546,0.6965352449223416,0.07985294917470687,0.07985294917470687
1,45,0.4089264570740545,120,82,0.06356235524596991,4,32,0.17999642778846436,4,6167,0.002227602315329636,160,0.00011935060094824642,0.4685051512841057,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1953,4,1,1,1546500106,0.7533705253370525,0.8112640801001252,0.7812462335784018,0.8306217087164977,0.8993277167900604,0.8636103620168343,0.7611058601134215,0.8135892902248042,0.7864729581247711,0.7749510763209393,0.8008088978766431,0.7876678269517654,-0.0064215933733635655,0.0064215933733635655
2,48,0.47730890323500624,69,58,0.10459541457428011,5,18,0.1793440453415773,4,6540,0.0021630457426667833,117,0.0001291693947805932,0.34310088398061783,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1953,7,1,1,1555047584,0.8049560351718625,0.7509321401938852,0.7770061728395063,0.878692078403035,0.8223161453930685,0.8495698877778263,0.8136461704422869,0.7567093052420366,0.7841455490578296,0.7640086206896551,0.7347150259067358,0.7490755414685685,0.027930631370937875,0.027930631370937875
1,43,0.5702338665038432,107,52,0.06495714161511218,4,43,0.2307895187439439,1,6266,0.002222854862312426,137,0.00012745504927097402,0.4102654912447912,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1954,1,1,1,1555049261,0.781188605108055,0.7856260805137071,0.7834010589828839,0.8587901069518716,0.8628274009402284,0.8608040201005025,0.7877797334674378,0.781101969583645,0.7844266399599399,0.7906976744186046,0.7546728971962616,0.7722653915122535,0.01113566747063044,0.01113566747063044
2,35,0.31183769348618184,194,96,0.0799170982047889,5,36,0.13494607354276972,4,3771,0.001824533022548062,129,0.00018919302643722845,0.391699085258209,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1954,10,1,1,1554622212,0.8218986278353403,0.7456808943089431,0.7819368589316638,0.8734678483877051,0.8002073075926406,0.8352341883424244,0.8254463020685747,0.7473063109286814,0.7844351689780532,0.8473736372646185,0.782967032967033,0.8138981437410756,-0.03196128480941185,0.03196128480941185
2,31,0.3177300470019858,109,108,0.05032202889445719,4,45,0.20197328436604622,4,4117,0.002318001767109138,110,0.0001697462874567856,0.377306706458238,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1954,4,1,1,1546256610,0.8095238095238095,0.7446176688938382,0.7757153905645785,0.8825317360986948,0.8304870867334062,0.8557188055302735,0.8183561643835616,0.7456315526709935,0.7803030303030303,0.7426955702167767,0.7555129434324065,0.7490494296577948,0.026665960906783748,0.026665960906783748
1,41,0.529735861503931,186,95,0.06446870854925112,3,23,0.20196462531860238,4,4350,0.0024204924147939806,77,0.00013031893115801057,0.2868751241560012,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1954,7,1,1,1546504224,0.7393854093361483,0.7967644084934277,0.7670032850711764,0.8750791139240506,0.9506660936828535,0.911307929969104,0.7497607655502392,0.7998979070954568,0.7740182761175598,0.6821705426356589,0.8186046511627907,0.7441860465116278,0.022817238559548647,0.022817238559548647
1,39,0.4218210644003831,142,106,0.07687635296844272,7,44,0.14322192381141638,4,5488,0.0019332137887737636,91,0.00015262556310316426,0.34281295355048486,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1955,1,1,1,1546507093,0.7995110024449877,0.7496179317371371,0.7737610095964244,0.8815394413611136,0.8386566259845928,0.8595635202271115,0.8051876379690949,0.7499357491647392,0.7765801729873587,0.827262044653349,0.6032562125107113,0.6977205153617443,0.07604049423468007,0.07604049423468007
4,36,0.17886953517946383,177,91,0.057510338972023206,4,35,0.1969380411594958,5,6880,0.0026966985590490588,108,0.00012569216498955783,0.2511068233448829,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1955,10,1,1,1554629017,0.8092221940714467,0.7959132818340394,0.8025125628140704,0.8965157702667478,0.8733705772811918,0.8847918363846846,0.8176409725814796,0.794620412267471,0.8059663437021928,0.8315412186379928,0.8315412186379928,0.8315412186379928,-0.029028655823922445,0.029028655823922445
3,30,0.26353578277702266,217,90,0.05011969767767979,6,49,0.17240446021353875,3,6322,0.0025637154830618226,96,0.0001492353518501886,0.26612133570777863,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1955,4,1,1,1546508395,0.8048780487804879,0.7608310108943501,0.7822349570200573,0.8713654766286345,0.8148339356393047,0.8421520675855937,0.8157389635316699,0.7602862254025045,0.7870370370370371,0.8240270727580372,0.4054954204829309,0.5435267857142858,0.2387081713057715,0.2387081713057715
7,57,0.22217030657540923,214,68,0.049498482259765095,7,42,0.11341149369005102,1,7441,0.0019776683399257595,190,6.764417528461022e-05,0.3536041871297187,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1955,7,1,1,1554979014,0.8426136363636364,0.7441043652784747,0.7903010924593658,0.9342143062338408,0.8310759008433427,0.8796321341628347,0.8474285714285714,0.7503162155325069,0.7959211055950624,0.89179548156956,0.6613756613756614,0.759493670886076,0.03080742157328975,0.03080742157328975
1,45,0.24920796696092173,149,121,0.07638950518843138,3,35,0.19723075760911798,4,5100,0.0035933123438796006,174,0.00014363480583888308,0.36329308925938786,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1956,1,1,1,1554630413,0.8006035283194057,0.8505548705302096,0.8248236278847304,0.9260347978072615,0.9757240917461912,0.9502303020421474,0.7974127974127974,0.8584929122108929,0.8268263473053892,0.6570972886762361,0.7608494921514312,0.7051775780915704,0.11964604979315996,0.11964604979315996
3,36,0.25989640937139613,168,129,0.07011664751074102,3,31,0.18093832819148856,6,7019,0.0022062713246260783,107,0.0001380195025274834,0.25542614383760437,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1956,10,1,1,1546175921,0.8228930817610063,0.7947035957240038,0.8085527128908663,0.9365308024743666,0.910303928836175,0.9232311419263219,0.8295483541719827,0.7950599168500856,0.8119380619380621,0.5382262996941896,0.555205047318612,0.546583850931677,0.2619688619591892,0.2619688619591892
5,32,0.2513535355342599,114,111,0.06910797950241246,2,48,0.1690642443036635,7,7017,0.0016179401789635057,123,0.0001397393524810009,0.20120082056161329,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1956,4,1,1,1546700999,0.8177692858848817,0.8365502076716345,0.8270531400966183,0.9134903293679696,0.9359867330016584,0.9246017119220216,0.8138642360278244,0.8357142857142857,0.8246445497630331,0.7228215767634855,0.7976190476190477,0.7583804962995212,0.06867264379709714,0.06867264379709714
6,32,0.2885201994958567,154,136,0.07477235840095024,4,38,0.11841682805720329,8,4880,0.002188979142943635,140,0.00013081530557132828,0.2587320069881889,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1956,7,1,1,1554631350,0.7960526315789473,0.8523196502307505,0.8232258064516129,0.9026528079429104,0.9589616810877627,0.9299556479002677,0.8111757857974389,0.8526676456191875,0.8314043670206419,0.35845213849287166,0.701195219123506,0.4743935309973046,0.34883227545430834,0.34883227545430834
1,38,0.22315111615162775,233,91,0.06259933592098779,4,27,0.1711289389946864,4,8058,0.002062667422234586,141,0.00010782080855174881,0.2502844064762977,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1957,1,1,1,1554464919,0.8322965266977709,0.7816455696202531,0.8061762490584987,0.934863255974463,0.8939118957267778,0.9139290684434698,0.8262898625875033,0.7805535145726181,0.8027707808564232,0.6544715447154471,0.5396648044692738,0.5915492957746478,0.21462695328385095,0.21462695328385095
3,35,0.3139126733419456,203,111,0.06698190876881059,3,27,0.1596844723332114,5,7215,0.002208197255562204,93,0.00016115519426825465,0.23814343854813336,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1957,10,1,1,1554468822,0.775258748151799,0.7874843554443054,0.7813237302868496,0.9269704132366126,0.964303883330507,0.9452686697419275,0.7566594672426206,0.7936068462119306,0.7746928746928747,0.5503355704697986,0.5022970903522205,0.5252201761409127,0.256103554145937,0.256103554145937
2,33,0.24555030847673265,199,153,0.08255150604530362,3,40,0.1493478780529019,2,5874,0.0022223724301164613,78,0.00011534049131071164,0.3669735950861641,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1957,4,1,1,1555065979,0.7798251830852823,0.8035540408958131,0.7915118091355953,0.9260574494949495,0.9678350515463917,0.9464854619510424,0.7701819878674755,0.8084741611560128,0.7888636635201339,0.5939597315436241,0.6563658838071693,0.6236054022313564,0.16790640690423886,0.16790640690423886
3,26,0.2586068397697726,245,79,0.0881291232723467,3,44,0.11403565176258824,7,8332,0.001857805931131145,109,0.0001549355981308159,0.3271772275772842,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1957,7,1,1,1554809151,0.7734612684296747,0.8112420225822288,0.7919012818976878,0.840473372781065,0.8853889627659575,0.8623467033634193,0.7659376454164728,0.8126388546038016,0.7885974368187806,0.5454545454545454,0.6390041493775933,0.5885350318471336,0.2033662500505542,0.2033662500505542
3,31,0.2563667735689068,186,140,0.06740657285564634,3,36,0.11339638089146124,5,5401,0.0016954487293286541,107,0.00017346883441463567,0.24843858743722988,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1958,1,1,1,1546521024,0.7701206005414718,0.7915507209714141,0.780688622754491,0.8604863474147232,0.8885841618100788,0.8743095669772736,0.7573690621193666,0.7906917599186165,0.7736717680726639,0.4178343949044586,0.486646884272997,0.44962302947224125,0.33106559328224977,0.33106559328224977
3,28,0.3573332868632335,203,151,0.07563814382516092,4,35,0.09374620570710816,4,7467,0.0009449048332418004,98,0.00013494927219414435,0.22583297071429276,60,3,256,3,100,"[1, 2]","[3, 4]","[5, 6, 7, 8, 9, 10]",.//data/output/database.db,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,./data/output/tokenizer.pkl,.//models/window_5_years_quarterly/,1958,10,1,1,1546526224,0.7477525118984664,0.7410901467505241,0.7444064227428271,0.8466316710411199,0.8598720454949351,0.8532004937400811,0.7310664605873262,0.7486151411237141,0.7397367392154308,0.5623721881390593,0.45454545454545453,0.5027422303473491,0.24166419239547798,0.24166419239547798
