batch_size,body_text_combined,data_directory,decay,embedding_path,epochs,fc_dropout,fc_layer,fc_neurons,forecast_F1,forecast_precision,forecast_recall,frontpage,lr,lstm1_dropout,lstm1_layer,lstm1_max_len,lstm1_neurons,max_words,meta_dropout,meta_layer,meta_neurons,mod_id,n_embedding,patience,qt_target,test_F1,test_precision,test_recall,testing_group,train_F1,train_precision,train_recall,training_group,val_F1,val_precision,val_recall,validation_group,w,year_target,year_window
256,1,../02 Data processing/Output/proc_data/,0.00015304715781035307,../02 Data processing/Output/embedding_matrix.pkl,100,0.206629172705182,2,61,0.5098039215686274,0.5586776859504132,0.46879334257975036,1,0.0011656700172531693,0.1418534302581374,3,152,51,7407,0.28487841615968623,1,56,1539577117,149,3,3,0.7762202115458136,0.7720877170744074,0.7803971812940422,[1],0.8390965930840882,0.8331081081081081,0.8451717933339046,"[3, 4, 5]",0.7716766696462776,0.7684384537131231,0.7749422928956142,[2],0.3170491953257732,1958,10
256,1,../02 Data processing/Output/proc_data/,0.00016932163397392026,../02 Data processing/output/embedding_matrix.pkl,100,0.13767152010459816,2,41,0.481064483111566,0.6317204301075269,0.3884297520661157,1,0.0009334473065991897,0.18069733448472214,2,171,39,7239,0.26927364247487945,2,76,1539379225,134,3,4,0.7678462683537453,0.8099928622412562,0.729868793413944,[1],0.8208312783033672,0.8571094152347957,0.7874994622962103,"[3, 4, 5]",0.7656292286874155,0.806672369546621,0.7285603914499099,[2],0.43801105267981016,1958,10
256,1,../02 Data processing/Output/proc_data/,0.0001577567316865163,../02 Data processing/Output/embedding_matrix.pkl,100,0.09703140898993172,4,53,0.5858585858585857,0.5240963855421686,0.6641221374045801,1,0.0013200000934542953,0.20910440784810888,2,186,46,7755,0.19113212750580535,2,112,1539580294,138,3,1,0.767365496337459,0.7499382868427549,0.7856219291440393,[1],0.8425968586387436,0.8170003655119198,0.8698490941323994,"[3, 4, 5]",0.7664009040115513,0.7441180056077045,0.7900595392182241,[2],0.39506966420000256,1959,10
256,1,../02 Data processing/Output/proc_data/,0.00021728143089485416,../02 Data processing/Output/embedding_matrix.pkl,100,0.13356699854883694,1,39,0.5290697674418605,0.56875,0.4945652173913043,1,0.0008330300381012719,0.12719096934169205,2,160,35,7861,0.25519377871698135,2,63,1539638880,136,3,2,0.7536834151870042,0.7279250790561907,0.7813315926892951,[1],0.7946115288220552,0.7616816816816817,0.8305173542894565,"[3, 4, 5]",0.7538277361224877,0.7278257695583404,0.7817564035546263,[2],0.4982026392270328,1959,10
256,1,../02 Data processing/Output/proc_data/,0.0001318633216822763,../02 Data processing/Output/embedding_matrix.pkl,100,0.10562305595534781,3,37,0.5599999999999999,0.5116640746500778,0.618421052631579,1,0.0012598441444967132,0.2517652783390893,1,154,52,8986,0.20360525887163664,3,70,1539640281,122,3,3,0.7449758719687252,0.6856307623116707,0.8155677410726228,[1],0.8028927214739878,0.735412325096755,0.8840080518899575,"[3, 4, 5]",0.7467235598902774,0.6854297224709042,0.8200562324273665,[2],0.5150340911033011,1959,10
256,1,../02 Data processing/Output/proc_data/,0.00018908303051956094,../02 Data processing/Output/embedding_matrix.pkl,100,0.1512364692775997,1,37,0.46303501945525294,0.483739837398374,0.44402985074626866,1,0.0007433789879565274,0.1145588644325538,3,185,46,8292,0.22007679136054098,3,68,1539642227,170,3,4,0.7571006887504099,0.7308763931104356,0.7852769084229146,[1],0.8006608408330073,0.7663115845539281,0.8382339553937187,"[3, 4, 5]",0.7488566575199268,0.7195229127432518,0.7806838305407983,[2],0.36883824120224784,1959,10
256,1,../02 Data processing/Output/proc_data/,0.00015758306960336448,../02 Data processing/Output/embedding_matrix.pkl,100,0.11720308205311647,4,35,0.6074074074074075,0.593128390596745,0.6223908918406073,1,0.0010505283540252716,0.11592934966550276,2,144,39,7110,0.2219590832927855,2,65,1539643999,197,3,1,0.7466489714664897,0.7176020408163265,0.7781466113416321,[1],0.8101388369381064,0.7723287326425305,0.8518415694984268,"[3, 4, 5]",0.7435880442706608,0.7130147432638536,0.7769007062733694,[2],0.4113992730784264,1960,10
256,1,../02 Data processing/Output/proc_data/,0.00016964472709850905,../02 Data processing/Output/embedding_matrix.pkl,100,0.11640913455784323,6,60,0.5789473684210527,0.5596491228070175,0.599624060150376,1,0.0008916786595170672,0.2162155826537891,2,181,30,7330,0.24446300429546805,2,73,1539646452,282,3,2,0.7469222160044767,0.7445265653325897,0.7493333333333333,[1],0.8105260704379648,0.8046184460178629,0.816521085751855,"[3, 4, 5]",0.7438921651221566,0.7432659932659933,0.7445193929173693,[2],0.3371574154212691,1960,10
256,1,../02 Data processing/Output/proc_data/,0.00013234929208961625,../02 Data processing/Output/embedding_matrix.pkl,100,0.1246559064685843,5,38,0.5898174831892412,0.6382536382536382,0.5482142857142858,1,0.0007129845430628967,0.12839285226930885,3,169,32,7599,0.2049610841117774,1,41,1539590720,205,3,3,0.7429977563870593,0.7564102564102564,0.7300526240933011,[1],0.7912677135197242,0.7958780757933259,0.7867104574230092,"[3, 4, 5]",0.7342784442021082,0.7500371305510174,0.7191683281116491,[2],0.35860717478162224,1960,10
256,1,../02 Data processing/Output/proc_data/,0.00016179184220650822,../02 Data processing/Output/embedding_matrix.pkl,100,0.10904792352335546,5,51,0.5717192268565615,0.6386363636363637,0.5174953959484346,1,0.0006829131118582732,0.14667225155752153,3,174,38,7673,0.24301204530238135,3,41,1539593212,154,3,4,0.7459721915691901,0.7621767889356584,0.7304422993804928,[1],0.78477120195241,0.7946424158552859,0.7751422235078584,"[3, 4, 5]",0.7401435017382944,0.7595263397601336,0.7217253317945759,[2],0.4331278273345852,1960,10
256,1,../02 Data processing/Output/proc_data/,0.0001787084837264767,../02 Data processing/Output/embedding_matrix.pkl,100,0.13577129004459046,6,61,0.5861423220973782,0.6702355460385439,0.5207986688851913,1,0.0007462720319797074,0.1794545820627416,5,89,33,9504,0.16057851960362185,5,49,1539653514,187,3,1,0.7500738116327134,0.7608565438754118,0.7395924308588064,[1],0.7992190359975595,0.8008020736538367,0.7976422447388932,"[3, 4, 5]",0.7484989993328885,0.7615384615384615,0.7358985570616529,[2],0.4149462914860931,1961,10
256,1,../02 Data processing/Output/proc_data/,0.00013523234747506881,../02 Data processing/output/embedding_matrix.pkl,100,0.1504712874202553,6,47,0.5874246339362619,0.6520076481835564,0.5344827586206896,1,0.0007390005951010246,0.14708270752951433,3,177,41,8072,0.1739323084822853,3,36,1539451078,196,3,2,0.7479335765879813,0.758954208855977,0.7372284204345273,[1],0.7959787108219988,0.7984181908057341,0.7935540925616587,"[3, 4, 5]",0.7411046598183713,0.7506031363088058,0.7318435754189944,[2],0.3780312389064177,1961,10
256,1,../02 Data processing/Output/proc_data/,0.0001586888506994036,../02 Data processing/Output/embedding_matrix.pkl,100,0.20603272956871377,7,50,0.6156405990016638,0.6525573192239859,0.5826771653543307,1,0.0006010808811410303,0.1289496335235667,2,190,39,10328,0.2427810827124859,3,47,1539599952,200,3,3,0.7370895362917588,0.7094474153297683,0.7669730210495108,[1],0.7834871066950557,0.7488355266133044,0.8215012154586496,"[3, 4, 5]",0.7312857142857143,0.7047081497797357,0.7599465558194775,[2],0.3377150151342551,1961,10
256,1,../02 Data processing/Output/proc_data/,0.00020575811005386858,../02 Data processing/Output/embedding_matrix.pkl,100,0.12918656600734785,3,75,0.6456140350877193,0.773109243697479,0.5542168674698795,1,0.0009701216618516347,0.13744309138207808,3,139,45,7122,0.15754148046250482,5,51,1539602808,180,3,4,0.7394518016630737,0.760411718131433,0.7196163644537689,[1],0.7900926585887385,0.8023057436798842,0.7782458251842936,"[3, 4, 5]",0.7330337775023241,0.7576873798846893,0.7099339735894358,[2],0.39092018266604245,1961,10
256,1,../02 Data processing/Output/proc_data/,0.00015887902588433592,../02 Data processing/Output/embedding_matrix.pkl,100,0.10848415969985488,7,72,0.6000000000000001,0.759656652360515,0.4957983193277311,1,0.000886323412720936,0.1939701443217372,4,134,106,7072,0.1575673813484141,5,39,1539747340,248,3,1,0.7402537838251032,0.7480302796230496,0.7326373127553336,[1],0.843856504506324,0.8414560467223845,0.8462706972504936,"[3, 4, 5]",0.7336852574401346,0.7409983001081749,0.7265151515151516,[2],0.26292631218319196,1962,10
256,1,../02 Data processing/Output/proc_data/,0.0001624741848583671,../02 Data processing/Output/embedding_matrix.pkl,100,0.111203389279967,10,146,0.6688227684346701,0.6893333333333334,0.6494974874371859,1,0.0012244603817011498,0.1161303150977826,6,174,40,3853,0.09097544476977132,5,44,1539670613,236,3,2,0.732099402698916,0.7103606182026331,0.755210710482276,[1],0.795259302523667,0.7617959716523686,0.8317975869266405,"[3, 4, 5]",0.7323798289590091,0.7095714285714285,0.7567032297379647,[2],0.40596767297749486,1962,10
256,1,../02 Data processing/Output/proc_data/,0.00017453662605083502,../02 Data processing/Output/embedding_matrix.pkl,100,0.14261344529093403,3,55,0.7033792240300376,0.7453580901856764,0.6658767772511849,1,0.0006489614811870325,0.14488253854985247,3,78,45,6347,0.26839401068563473,7,50,1539711642,275,3,3,0.7164963942307693,0.7041192972095084,0.7293164092368863,[1],0.7866410978009115,0.7661669820016495,0.8082395087001023,"[3, 4, 5]",0.7145864661654135,0.7018165706690297,0.727829682952979,[2],0.30221041696196943,1962,10
256,1,../02 Data processing/Output/proc_data/,0.00012411432644743415,../02 Data processing/Output/embedding_matrix.pkl,100,0.12928423170462258,6,57,0.6640053226879574,0.6522875816993464,0.6761517615176151,1,0.000656938692664694,0.17466391590262678,4,78,39,8880,0.20147025787845113,6,41,1539713652,258,3,4,0.7148699492884018,0.7610588645071403,0.6739666872301049,[1],0.7652301107890674,0.8052562567698535,0.728994632535095,"[3, 4, 5]",0.7146369447631536,0.7611731843575419,0.6734630831016373,[2],0.26326627949850134,1962,10
256,1,../02 Data processing/Output/proc_data/,0.00014867518974185384,../02 Data processing/Output/embedding_matrix.pkl,100,0.17521719205926736,5,70,0.6388725778038755,0.5132075471698113,0.8460342146189735,1,0.0006951153096223804,0.15119922324311313,3,79,54,7093,0.24838957229538533,8,34,1539673605,242,3,1,0.7081774026594473,0.7290163934426229,0.6884966713113485,[1],0.7836554853261297,0.7935411908429383,0.7740130556419024,"[3, 4, 5]",0.7097648465524112,0.7303149606299213,0.6903395875329509,[2],0.2701496791069304,1963,10
256,1,../02 Data processing/Output/proc_data/,0.00020964813103988334,../02 Data processing/Output/embedding_matrix.pkl,100,0.19988158306919618,5,96,0.6540350877192982,0.5846925972396487,0.7420382165605095,1,0.0009243325728564601,0.12339112145196769,3,121,71,6666,0.16926297336063692,6,33,1539716209,185,3,2,0.7123206186333556,0.6811717861205916,0.746454729624435,[1],0.7713903080204356,0.7354234643211803,0.8110560625814863,"[3, 4, 5]",0.7082249795675756,0.6758366420873511,0.743873887935071,[2],0.2433768462928453,1963,10
256,1,../02 Data processing/Output/proc_data/,0.00018359171106988482,../02 Data processing/Output/embedding_matrix.pkl,100,0.13372388465470503,7,51,0.6730937773882559,0.6347107438016529,0.7164179104477612,1,0.0007643576075605816,0.14735662085684875,3,100,52,8282,0.21381492244361283,6,34,1539612681,254,3,3,0.7058632714297298,0.7270297360507851,0.6858944050433412,[1],0.7675815444285831,0.7842478947658099,0.7516088194957274,"[3, 4, 5]",0.7075624797143785,0.7280013357822674,0.6882399368587214,[2],0.29484830136870377,1963,10
256,1,../02 Data processing/Output/proc_data/,0.00015727280045769063,../02 Data processing/Output/embedding_matrix.pkl,100,0.13719545298234945,7,58,0.6925418569254186,0.6770833333333334,0.7087227414330218,1,0.0005622489977644517,0.11179013575341229,5,114,45,5574,0.15044523020367975,6,29,1539614959,222,3,4,0.7026132980482965,0.7283950617283951,0.678594249201278,[1],0.7577772305671837,0.7758417838534372,0.7405347593582887,"[3, 4, 5]",0.7024398285525882,0.724290328063913,0.6818690990558489,[2],0.23487506466713406,1963,10
256,1,../02 Data processing/Output/proc_data/,0.00017398785896851707,../02 Data processing/Output/embedding_matrix.pkl,100,0.13362819391790257,7,66,0.6436170212765958,0.612141652613828,0.6785046728971963,1,0.000645920027082261,0.13263401552021642,5,101,63,5931,0.21653593673977978,6,28,1539681742,212,3,1,0.6955481500469964,0.7420237010027347,0.6545513026696687,[1],0.7626338239032796,0.8022226184108873,0.7267686012705933,"[3, 4, 5]",0.6993102273694967,0.7418247515808492,0.6614046391752577,[2],0.21909004851435102,1964,10
256,1,../02 Data processing/Output/proc_data/,0.0002510650153117474,../02 Data processing/Output/embedding_matrix.pkl,100,0.16305042745091272,5,63,0.6536039188243526,0.5896464646464646,0.7331240188383046,1,0.0007050251382287347,0.10825803614245849,7,111,42,4554,0.10958130845477759,6,24,1539684523,284,3,2,0.6946756079825482,0.6907133676092545,0.6986835689907362,[1],0.7804104026033402,0.7717142705175256,0.7893047546512894,"[3, 4, 5]",0.6973759038102202,0.6961881589618816,0.6985677083333334,[2],0.23690655975680344,1964,10
256,1,../02 Data processing/Output/proc_data/,0.0002069676125076872,../02 Data processing/Output/embedding_matrix.pkl,100,0.16755971377923293,5,53,0.6239737274220033,0.6109324758842444,0.6375838926174496,1,0.0006284171619318874,0.19775542251950748,3,84,51,8185,0.25577624894778445,5,28,1539619726,219,3,3,0.6774762664874402,0.6914765906362546,0.6640316205533597,[1],0.7341519527676914,0.738223981269859,0.7301246002866909,"[3, 4, 5]",0.6798260287721647,0.6896317665026303,0.6702952333828138,[2],0.28554332789338865,1964,10
256,1,../02 Data processing/Output/proc_data/,0.0001862696398698125,../02 Data processing/Output/embedding_matrix.pkl,100,0.14355994298105917,5,60,0.6525998492840995,0.6230215827338129,0.685126582278481,1,0.0006184570802481572,0.12674364304036706,3,94,49,5867,0.17912156259765682,5,27,1539728805,300,3,4,0.680672268907563,0.7137874059115109,0.650493558641459,[1],0.7506834971787563,0.7806073070408904,0.72296918767507,"[3, 4, 5]",0.6872471416007037,0.7231167869702018,0.6547678900620078,[2],0.31630551365048,1964,10
256,1,../02 Data processing/Output/proc_data/,0.00016245591547768922,../02 Data processing/Output/embedding_matrix.pkl,100,0.1950604754798639,6,53,0.6260601387818042,0.56,0.7097902097902098,1,0.0007514624753594664,0.13605577081098325,3,93,63,5694,0.18769971435831212,4,19,1539792562,300,3,1,0.6735885788449059,0.6444203011019711,0.7055225148683093,[1],0.7658260422027791,0.7308070102879595,0.8043700921816319,"[3, 4, 5]",0.6773006134969326,0.6519685039370079,0.7046808510638298,[2],0.22161333131696612,1965,10
256,1,../02 Data processing/Output/proc_data/,0.00013963586146170724,../02 Data processing/Output/embedding_matrix.pkl,100,0.15905417674734668,5,51,0.6291959406713505,0.6032934131736527,0.6574225122349103,1,0.0006622736265363483,0.18434717596054662,4,75,52,7420,0.20181183503732555,7,15,1539776947,233,3,2,0.6608267177662195,0.6972848064702484,0.6279916753381893,[1],0.7430964374582751,0.7780390163309399,0.7111575768136145,"[3, 4, 5]",0.6639306885544916,0.6987905548089844,0.6323835997220292,[2],0.1977352391195503,1965,10
256,1,../02 Data processing/Output/proc_data/,8.929009755103238e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.18640227079596558,5,60,0.6718750000000001,0.6739811912225705,0.6697819314641744,1,0.0007611458175768555,0.2044033775031048,3,113,42,8938,0.2683720291498552,4,17,1539796138,244,3,3,0.666965808130665,0.6762511373976342,0.6579320113314447,[1],0.747730530339226,0.7531280076997112,0.7424098671726755,"[3, 4, 5]",0.6781845850863845,0.6847433116413594,0.6717503103387126,[2],0.2658750531479588,1965,10
256,1,../02 Data processing/Output/proc_data/,0.00014085676917640242,../02 Data processing/Output/embedding_matrix.pkl,100,0.18102639838333812,5,69,0.6838046272493573,0.6283464566929133,0.75,1,0.0007375018590138005,0.14842477377142219,1,57,42,5987,0.22031313986306503,8,14,1539778465,215,3,4,0.6388112167452265,0.5738481412372614,0.7203603603603603,[1],0.7107320540156362,0.6302226786798002,0.8148237566393047,"[3, 4, 5]",0.6426816704968698,0.572901949703306,0.7318173614870962,[2],0.2634033904735078,1965,10
256,1,../02 Data processing/Output/proc_data/,0.00016237372957539917,../02 Data processing/Output/embedding_matrix.pkl,100,0.08402702498098291,1,31,0.6248462484624846,0.6883468834688347,0.5720720720720721,1,0.0009141786291343953,0.1580157663803882,6,77,67,6937,0.29702663422290665,3,14,1539797535,170,3,1,0.6493793103448275,0.6488423373759648,0.6499171728326891,[1],0.7164406521407892,0.7082178575732015,0.7248566319294567,"[3, 4, 5]",0.6589477584290478,0.6622602867250047,0.655668202764977,[2],0.32043570302118957,1966,10
256,1,../02 Data processing/Output/proc_data/,0.00016597210642390342,../02 Data processing/Output/embedding_matrix.pkl,100,0.09696660872973964,6,61,0.5610328638497653,0.5519630484988453,0.5704057279236276,1,0.0007624846688189618,0.14702675661532305,4,87,40,12171,0.25342312691265717,6,19,1539811853,192,3,2,0.6359546165884195,0.660906688351291,0.612818096135721,[1],0.6945306122448979,0.7190183219525387,0.67165593027662,"[3, 4, 5]",0.6488281250000001,0.6720615011126846,0.6271474419482727,[2],0.1831999114036491,1966,10
256,1,../02 Data processing/Output/proc_data/,0.00014351778099027903,../02 Data processing/Output/embedding_matrix.pkl,100,0.15671252625450363,5,69,0.5520169851380042,0.45774647887323944,0.6951871657754011,1,0.0007215182386642481,0.12115567944458097,3,94,29,8134,0.21811343768496375,7,13,1539816788,300,3,3,0.6295930462267878,0.6433185304804199,0.6164410058027079,[1],0.701831549924506,0.7110741602926505,0.6928261292204005,"[3, 4, 5]",0.6443805178057732,0.6602968082943688,0.6292134831460674,[2],0.21435092458474372,1966,10
256,1,../02 Data processing/Output/proc_data/,0.0001089583588728743,../02 Data processing/Output/embedding_matrix.pkl,100,0.04617764891257054,6,47,0.586046511627907,0.6472602739726028,0.5354107648725213,1,0.0006939146140307013,0.4095026965867126,2,99,56,8678,0.2639680904613633,3,22,1539817967,242,3,4,0.655766253869969,0.640400604686319,0.671887390959556,[1],0.7313820408424967,0.7067534076827757,0.7577891450209261,"[3, 4, 5]",0.6552756057534511,0.6376103700920533,0.6739475774424146,[2],0.23390070901825497,1966,10
256,1,../02 Data processing/Output/proc_data/,0.0001108062062944668,../02 Data processing/Output/embedding_matrix.pkl,100,0.12608029587226302,7,102,0.575858250276855,0.4475043029259897,0.8074534161490683,1,0.0011250587750870707,0.1582779518346828,5,108,56,6386,0.2924796679797057,9,9,1539784711,216,3,1,0.6304386432250044,0.5601136005048911,0.7209585702680747,[1],0.7576803791912927,0.6645452679121331,0.8811759902000816,"[3, 4, 5]",0.6395462199769565,0.566760917373547,0.7337807606263982,[2],0.3429317364141731,1967,10
256,1,../02 Data processing/Output/proc_data/,6.493813227627464e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.10031506962571796,5,71,0.6012461059190032,0.564327485380117,0.6433333333333333,1,0.0012020949397818798,0.14881168683418058,6,76,30,6743,0.18810992654987832,5,11,1539622458,197,3,2,0.640727426517234,0.6518932874354562,0.6299376299376299,[1],0.7425438290144584,0.7442072103605181,0.7408878667502962,"[3, 4, 5]",0.6541226215644821,0.6643762078591368,0.6441807203830939,[2],0.24838568648695258,1967,10
256,1,../02 Data processing/Output/proc_data/,9.118702357252514e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.13049166497884201,6,47,0.6,0.49190283400809715,0.7689873417721519,1,0.0008625091774604103,0.12467411225234173,3,56,56,7946,0.23884234487699166,9,10,1539622832,229,3,3,0.6236515367392631,0.5986713559984369,0.6508071367884452,[1],0.7296372811325227,0.6957308015242524,0.7670179436058103,"[3, 4, 5]",0.6402613311555737,0.6155053974484789,0.6670921080621145,[2],0.24762486076790363,1967,10
256,1,../02 Data processing/Output/proc_data/,6.58746544412146e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.13881360868376819,4,46,0.6724436741767764,0.6510067114093959,0.6953405017921147,1,0.0008692639291639859,0.11381854964926212,2,65,38,13697,0.1193085124463405,6,7,1539788800,271,3,4,0.6382169641914017,0.6241735537190083,0.6529068510914199,[1],0.7616799722318639,0.730979347101932,0.7950724637681159,"[3, 4, 5]",0.646695296951922,0.6264204545454546,0.6683264775925525,[2],0.28777039865330645,1967,10
256,1,../02 Data processing/Output/proc_data/,7.333018020143024e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.16342185593706757,5,78,0.6004319654427646,0.6289592760180995,0.5743801652892562,1,0.0008284223632248197,0.1091357620080106,1,65,39,7058,0.2172426434242741,7,13,1539771555,231,3,1,0.6393780013720557,0.6666666666666666,0.6142355008787346,[1],0.7446374622356495,0.764026658400496,0.7262080141426046,"[3, 4, 5]",0.6539210074413281,0.6814602720114531,0.6285211267605634,[2],0.20199047431290215,1968,10
256,1,../02 Data processing/Output/proc_data/,0.00011537940385192725,../02 Data processing/Output/embedding_matrix.pkl,100,0.10765332598834648,7,73,0.662739322533137,0.6215469613259669,0.7097791798107256,1,0.001025088748225251,0.111340956516508,4,66,52,8146,0.2301572782972298,6,11,1539808485,211,3,2,0.6516468190108358,0.6255406797116375,0.6800268696820421,[1],0.7904628933519493,0.7552849421905999,0.8290778011414839,"[3, 4, 5]",0.6589256646771567,0.6382173638848013,0.6810228802153432,[2],0.18004997513485502,1968,10
256,1,../02 Data processing/Output/proc_data/,5.397072058209947e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.1337248835200772,6,64,0.691131498470948,0.6091644204851752,0.7985865724381626,1,0.0007604943965968359,0.08654786242618506,3,104,31,8499,0.14941533657631656,7,9,1539808923,214,3,3,0.6503150315031503,0.6417943593160116,0.6590649942987458,[1],0.7295143587430462,0.7171679846278916,0.7422932762181595,"[3, 4, 5]",0.6651685393258426,0.6545776205218929,0.6761078117862037,[2],0.1889134202944815,1968,10
256,1,../02 Data processing/Output/proc_data/,4.9199298523613463e-05,../02 Data processing/Output/embedding_matrix.pkl,100,0.08331778842486008,6,65,0.6351550960118167,0.6073446327683616,0.6656346749226006,1,0.0009029515737609768,0.10609215750912615,4,109,39,7655,0.1696481361557343,10,9,1539774131,268,3,4,0.6633851661259648,0.6387333046100818,0.6900162904351873,[1],0.7897052841770513,0.7502283425841355,0.833567525370804,"[3, 4, 5]",0.6688874083944037,0.6388123011664899,0.7019342810533675,[2],0.260812119190755,1968,10
