batch_size,body_text_combined,data_gm,decay,embedding_matrix_path,embedding_path,epochs,fc_dropout,fc_layer,fc_neurons,forecast_F1,forecast_period,forecast_precision,forecast_recall,frontpage,lr,lstm1_dropout,lstm1_layer,lstm1_max_len,lstm1_neurons,max_words,meta_dropout,meta_layer,meta_neurons,mod_id,model_folder,month_window,mt_target,n_embedding,patience,test_F1,test_precision,test_recall,testing_group,tokenizer,train_F1,train_precision,train_recall,training_group,val_F1,val_precision,val_recall,validation_group,w,year_target,diff,pci
256,1,.//data/output/database.db,9.048003934073611e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.4816970214710452,1,16,0.4376899696048633,3,0.31718061674008813,0.7058823529411765,1,0.0917968556054618,0.2741194310476488,1,12,37,8105,0.0,2,2,1545188695,.//models/window_5_years_quarterly/,60,4,20,10,0.4692370795734208,0.4,0.5674603174603174,"[1, 5]",./data/output/tokenizer.pkl,0.7415472779369627,0.61239943208708,0.9397240377632534,"[3, 4, 7, 8, 9, 10]",0.4528605962933118,0.37367021276595747,0.5746421267893661,"[2, 6]",1.0245845280501433,1972,0.03154710996855753,0.03154710996855753
256,1,.//data/output/database.db,0.00014058655490119948,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.4412024899094617,1,23,0.4714285714285715,3,0.3535714285714286,0.7071428571428572,1,0.06658196209977738,0.3734557416054151,2,28,33,9011,0.0,1,1,1545149427,.//models/window_5_years_quarterly/,60,7,13,10,0.4663143989431969,0.3508946322067594,0.6948818897637795,"[1, 5]",./data/output/tokenizer.pkl,0.6408053032163026,0.4862146050670641,0.9395248380129589,"[3, 4, 7, 8, 9, 10]",0.4454976303317536,0.33434959349593496,0.6673427991886409,"[2, 6]",0.9254384709840482,1972,-0.005114172485374602,0.005114172485374602
256,1,.//data/output/database.db,4.789115919331628e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.4818955343835418,3,23,0.46601941747572817,3,0.41739130434782606,0.5274725274725275,1,0.0480138553932562,0.269438890738685,1,16,45,6628,0.0,5,1,1545169783,.//models/window_5_years_quarterly/,60,1,18,10,0.47700170357751276,0.4381846635367762,0.5233644859813084,"[1, 5]",./data/output/tokenizer.pkl,0.7693672383205203,0.680439330543933,0.8850340136054422,"[3, 4, 7, 8, 9, 10]",0.45862068965517233,0.4143302180685358,0.5135135135135135,"[2, 6]",1.0590785932845328,1973,0.010982286101784589,0.010982286101784589
256,1,.//data/output/database.db,0.0001,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.3,2,20,0.40703517587939697,3,0.3389121338912134,0.5094339622641509,1,0.1,0.4,1,20,40,10000,0.0,1,2,1545117752,.//models/window_5_years_quarterly/,60,10,20,10,0.48253968253968255,0.41530054644808745,0.5757575757575758,"[1, 5]",./data/output/tokenizer.pkl,0.6920492721164614,0.5855045002368545,0.8459958932238193,"[3, 4, 7, 8, 9, 10]",0.47518307567127743,0.40782122905027934,0.5692007797270955,"[2, 6]",1.001,1973,0.07550450666028558,0.07550450666028558
256,1,.//data/output/database.db,7.419819010729022e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.2965430179432489,3,19,0.47148288973384034,3,0.4189189189189189,0.5391304347826087,1,0.072433556631874,0.5346856351444278,1,17,27,15415,0.0,3,2,1545189474,.//models/window_5_years_quarterly/,60,4,23,10,0.47019867549668876,0.4182621502209131,0.5368620037807184,"[1, 5]",./data/output/tokenizer.pkl,0.6853801169590642,0.5961342828077314,0.8060522696011004,"[3, 4, 7, 8, 9, 10]",0.4688832054560956,0.4166666666666667,0.5360623781676414,"[2, 6]",0.7963226227582296,1973,-0.001284214237151582,0.001284214237151582
256,1,.//data/output/database.db,0.00012135981300237664,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.405757232233691,2,24,0.4626334519572954,3,0.38235294117647056,0.5855855855855856,1,0.09258375800660508,0.39675757864089123,1,23,50,12731,0.0,1,2,1545117727,.//models/window_5_years_quarterly/,60,7,20,10,0.4786196549137285,0.39676616915422885,0.6030245746691871,"[1, 5]",./data/output/tokenizer.pkl,0.6642143983184445,0.5378723404255319,0.8681318681318682,"[3, 4, 7, 8, 9, 10]",0.4560357675111773,0.3686746987951807,0.59765625,"[2, 6]",0.9203972864489484,1973,0.015986202956433104,0.015986202956433104
256,1,.//data/output/database.db,0.00010352167073522847,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.18115006115207524,3,29,0.4611973392461197,3,0.33548387096774196,0.7375886524822695,1,0.053402520066996466,0.48000322727257955,1,13,35,11043,0.0,3,2,1545190174,.//models/window_5_years_quarterly/,60,1,12,10,0.4610705596107056,0.34113411341134114,0.7110694183864915,"[1, 5]",./data/output/tokenizer.pkl,0.6102892470744093,0.45296624057686,0.9350473612990527,"[3, 4, 7, 8, 9, 10]",0.4826302729528536,0.3559011893870082,0.7495183044315993,"[2, 6]",1.11910218643794,1974,-0.0001267796354141315,0.0001267796354141315
256,1,.//data/output/database.db,8.640308951132296e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.34220076041142394,3,18,0.48466257668711665,3,0.3632183908045977,0.728110599078341,1,0.09276281971619876,0.3238472431624996,1,14,34,12328,0.0,1,1,1545190732,.//models/window_5_years_quarterly/,60,10,25,10,0.48822800495662955,0.3773946360153257,0.6912280701754386,"[1, 5]",./data/output/tokenizer.pkl,0.6336548767416934,0.4787819889860706,0.9366286438529785,"[3, 4, 7, 8, 9, 10]",0.4858895705521472,0.3680297397769517,0.7148014440433214,"[2, 6]",0.8705476004993772,1974,0.0035654282695128936,0.0035654282695128936
256,1,.//data/output/database.db,9.124738837890872e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.2937376923011467,4,25,0.44196428571428575,3,0.336734693877551,0.6428571428571429,1,0.10614963380972242,0.28184401560127575,1,15,35,15376,0.0,2,1,1545190339,.//models/window_5_years_quarterly/,60,4,17,10,0.4801587301587301,0.36815415821501013,0.6901140684410646,"[1, 5]",./data/output/tokenizer.pkl,0.6463823670340202,0.4970523212969786,0.923972602739726,"[3, 4, 7, 8, 9, 10]",0.4827109266943292,0.3740621650589496,0.6803118908382066,"[2, 6]",1.6496832968507333,1974,0.038194444444444364,0.038194444444444364
256,1,.//data/output/database.db,0.00011400946610712063,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.40239467222769776,2,16,0.4960835509138381,3,0.4185022026431718,0.6089743589743589,1,0.09988142157786589,0.2335849980263536,1,14,35,12470,0.0,1,1,1545190573,.//models/window_5_years_quarterly/,60,7,17,10,0.4590622813156053,0.37701149425287356,0.5867620751341681,"[1, 5]",./data/output/tokenizer.pkl,0.7402791625124625,0.6031681559707555,0.9580645161290322,"[3, 4, 7, 8, 9, 10]",0.4933426769446392,0.3986409966024915,0.6470588235294118,"[2, 6]",1.2895418379311758,1974,-0.03702126959823282,0.03702126959823282
256,1,.//data/output/database.db,5.899969217212164e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.153926928479802,2,17,0.48245614035087714,3,0.36585365853658536,0.7081545064377682,1,0.0834620349506593,0.374206881934141,1,20,40,9820,0.0,1,1,1545190813,.//models/window_5_years_quarterly/,60,1,17,10,0.491638795986622,0.36536868268434136,0.7512776831345827,"[1, 5]",./data/output/tokenizer.pkl,0.6303864050171961,0.46984318455971047,0.9575906576521205,"[3, 4, 7, 8, 9, 10]",0.4747126436781609,0.3535958904109589,0.722027972027972,"[2, 6]",2.0535805268929708,1975,0.009182655635744885,0.009182655635744885
256,1,.//data/output/database.db,0.00015065085980675588,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.3190474971765809,1,24,0.5654008438818565,3,0.4734982332155477,0.7015706806282722,1,0.0808718526462221,0.35791107818552076,1,14,44,12614,0.0,1,1,1545191613,.//models/window_5_years_quarterly/,60,10,15,10,0.5367372353673724,0.4402451481103167,0.6874003189792663,"[1, 5]",./data/output/tokenizer.pkl,0.6161572052401746,0.4975317348377997,0.8090596330275229,"[3, 4, 7, 8, 9, 10]",0.5095057034220534,0.4161490683229814,0.6568627450980392,"[2, 6]",1.381655824008902,1975,-0.02866360851448413,0.02866360851448413
256,1,.//data/output/database.db,0.00018941015458578438,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.24915111232624562,4,20,0.4480651731160896,3,0.3806228373702422,0.5445544554455446,1,0.0668141043253876,0.2824830621686307,3,14,21,5815,0.0,5,4,1545171414,.//models/window_5_years_quarterly/,60,4,16,10,0.4916666666666666,0.4259927797833935,0.5812807881773399,"[1, 5]",./data/output/tokenizer.pkl,0.5914056809905317,0.5026826248452332,0.7181603773584906,"[3, 4, 7, 8, 9, 10]",0.48999309868875085,0.41569086651053866,0.5966386554621849,"[2, 6]",0.708048368110419,1975,0.043601493550576964,0.043601493550576964
256,1,.//data/output/database.db,0.00012272493766095658,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.30189072100346376,4,23,0.5255474452554745,3,0.43724696356275305,0.6585365853658537,1,0.09832920574873515,0.32584032023521126,1,18,44,9254,0.0,1,2,1545191436,.//models/window_5_years_quarterly/,60,7,18,10,0.4775707384403036,0.4199029126213592,0.5536,"[1, 5]",./data/output/tokenizer.pkl,0.6452088452088452,0.5637612709317303,0.7541642734060885,"[3, 4, 7, 8, 9, 10]",0.49586776859504134,0.42857142857142855,0.5882352941176471,"[2, 6]",0.821064423167874,1975,-0.047976706815170855,0.047976706815170855
256,1,.//data/output/database.db,0.00010322892922663856,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1869201975332249,5,34,0.5221932114882507,3,0.45871559633027525,0.6060606060606061,1,0.07530463879581095,0.2423465028529848,1,15,29,7173,0.0,5,3,1545152224,.//models/window_5_years_quarterly/,60,1,10,10,0.5064377682403434,0.4609375,0.5619047619047619,"[1, 5]",./data/output/tokenizer.pkl,0.7753587333003464,0.6842794759825328,0.894406392694064,"[3, 4, 7, 8, 9, 10]",0.5151729004940013,0.4556803995006242,0.5925324675324676,"[2, 6]",0.8606726110879741,1976,-0.01575544324790734,0.01575544324790734
256,1,.//data/output/database.db,9.504730218104231e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.37925481534870353,5,24,0.46511627906976744,3,0.4452054794520548,0.4868913857677903,1,0.07467697518413817,0.36735073192208395,2,26,48,8917,0.0,2,3,1545192386,.//models/window_5_years_quarterly/,60,10,22,10,0.5326817348808797,0.45416666666666666,0.6440177252584933,"[1, 5]",./data/output/tokenizer.pkl,0.7613882863340564,0.6428571428571429,0.9335106382978723,"[3, 4, 7, 8, 9, 10]",0.5142857142857143,0.4357894736842105,0.6272727272727273,"[2, 6]",0.9075957626661746,1976,0.06756545581111223,0.06756545581111223
256,1,.//data/output/database.db,8.723290899117003e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.3724097308921634,2,17,0.4956063268892794,3,0.376,0.7268041237113402,1,0.07735692654779044,0.29928031066637845,1,16,46,13671,0.0,1,1,1545152541,.//models/window_5_years_quarterly/,60,4,16,10,0.5207977207977208,0.4181152790484904,0.6903323262839879,"[1, 5]",./data/output/tokenizer.pkl,0.6840312562612703,0.5413891531874405,0.9287268770402611,"[3, 4, 7, 8, 9, 10]",0.5191977077363896,0.4118181818181818,0.7023255813953488,"[2, 6]",0.9254757008888174,1976,0.025191393908441384,0.025191393908441384
256,1,.//data/output/database.db,8.200980180456603e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.25440605413204365,1,24,0.6108949416342413,3,0.5064516129032258,0.7696078431372549,1,0.09083608411196151,0.34888773681927765,1,21,29,11487,0.0,2,1,1545122051,.//models/window_5_years_quarterly/,60,7,27,10,0.526435474701535,0.42477064220183486,0.6920777279521674,"[1, 5]",./data/output/tokenizer.pkl,0.6683886350089409,0.5295969773299748,0.9057619816908993,"[3, 4, 7, 8, 9, 10]",0.5120448179271708,0.40299823633156967,0.7019969278033794,"[2, 6]",1.2049140862092498,1976,-0.08445946693270634,0.08445946693270634
256,1,.//data/output/database.db,0.00010360130482074173,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.3727983231592262,2,21,0.49050086355785844,3,0.3901098901098901,0.6604651162790698,1,0.07248277910472332,0.3912236714924674,2,18,27,10272,0.0,1,2,1545153068,.//models/window_5_years_quarterly/,60,1,10,10,0.5317044793484583,0.44541910331384016,0.6594516594516594,"[1, 5]",./data/output/tokenizer.pkl,0.7141104294478529,0.5896656534954408,0.9051321928460342,"[3, 4, 7, 8, 9, 10]",0.5417901600474214,0.4520276953511375,0.6760355029585798,"[2, 6]",1.1326907400446697,1977,0.04120361579059989,0.04120361579059989
256,1,.//data/output/database.db,7.166872386253043e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.3276016524200844,1,18,0.5217391304347826,3,0.4692737430167598,0.5874125874125874,1,0.09966744934780954,0.4311019522535471,1,27,44,7842,0.0,3,4,1545123774,.//models/window_5_years_quarterly/,60,10,20,10,0.5494003426613364,0.48733535967578523,0.6295811518324608,"[1, 5]",./data/output/tokenizer.pkl,0.6977193660610747,0.5947281713344317,0.8438522674146798,"[3, 4, 7, 8, 9, 10]",0.5229722064662506,0.4541871921182266,0.6163101604278075,"[2, 6]",1.1332520405791713,1977,0.027661212226553822,0.027661212226553822
256,1,.//data/output/database.db,9.618698985410244e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.21777169957961076,1,20,0.4752747252747253,3,0.37445887445887444,0.650375939849624,1,0.10545844867807799,0.5208705498941708,1,22,29,8766,0.0,1,4,1545123049,.//models/window_5_years_quarterly/,60,4,19,10,0.5449438202247191,0.45200372786579684,0.685997171145686,"[1, 5]",./data/output/tokenizer.pkl,0.6116692426584235,0.49345386533665836,0.804369918699187,"[3, 4, 7, 8, 9, 10]",0.5304054054054054,0.4329044117647059,0.684593023255814,"[2, 6]",0.9767040187584565,1977,0.06966909494999379,0.06966909494999379
256,1,.//data/output/database.db,7.487123580962411e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.2889862010581574,2,18,0.5238095238095238,3,0.47530864197530864,0.5833333333333334,1,0.11030816610186225,0.4236339806515966,1,15,46,8566,0.0,1,2,1545123486,.//models/window_5_years_quarterly/,60,7,17,10,0.5376344086021505,0.46206225680933855,0.6427604871447903,"[1, 5]",./data/output/tokenizer.pkl,0.633359872611465,0.5380453161988502,0.7697145621673923,"[3, 4, 7, 8, 9, 10]",0.5237278444825615,0.4455252918287938,0.6352288488210819,"[2, 6]",1.0118181073432406,1977,0.013824884792626668,0.013824884792626668
256,1,.//data/output/database.db,8.857880475573848e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.29751744677801756,2,19,0.5240963855421688,3,0.4416243654822335,0.6444444444444445,1,0.09384010707017408,0.5082567839338306,1,14,26,8026,0.0,2,4,1545173791,.//models/window_5_years_quarterly/,60,1,31,10,0.5431157694140066,0.43644716692189894,0.7187894073139974,"[1, 5]",./data/output/tokenizer.pkl,0.6856564975560424,0.5483957940145592,0.914568345323741,"[3, 4, 7, 8, 9, 10]",0.528537170263789,0.42157612853863813,0.7082262210796915,"[2, 6]",1.0489810404239233,1978,0.01901938387183788,0.01901938387183788
256,1,.//data/output/database.db,0.0001,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.3,2,20,0.4941176470588235,3,0.3826879271070615,0.6970954356846473,1,0.1,0.4,1,20,40,10000,0.0,1,2,1545125090,.//models/window_5_years_quarterly/,60,10,20,10,0.5465437788018432,0.45933384972889235,0.6746302616609784,"[1, 5]",./data/output/tokenizer.pkl,0.6334785314250155,0.5147914032869785,0.8232915487262434,"[3, 4, 7, 8, 9, 10]",0.5388127853881278,0.444947209653092,0.6828703703703703,"[2, 6]",1.001,1978,0.052426131743019744,0.052426131743019744
256,1,.//data/output/database.db,8.832142142273674e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.3033404798938101,2,30,0.5097276264591439,3,0.4924812030075188,0.5282258064516129,1,0.08357174088953362,0.20532029678174443,2,32,43,10226,0.0,3,3,1545173942,.//models/window_5_years_quarterly/,60,4,37,10,0.5418552036199096,0.5101171458998935,0.5778045838359469,"[1, 5]",./data/output/tokenizer.pkl,0.6980809424282728,0.6265347885402456,0.788073788073788,"[3, 4, 7, 8, 9, 10]",0.5399449035812672,0.48951048951048953,0.601965601965602,"[2, 6]",0.8515892786007598,1978,0.03212757716076564,0.03212757716076564
256,1,.//data/output/database.db,9.285998330934575e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.28097583317994373,1,23,0.45884413309982486,3,0.3732193732193732,0.5954545454545455,1,0.0709399234090118,0.3946846381278852,1,14,42,8235,0.0,2,4,1545154339,.//models/window_5_years_quarterly/,60,7,17,10,0.5584677419354839,0.49113475177304966,0.647196261682243,"[1, 5]",./data/output/tokenizer.pkl,0.6903180706046836,0.5961364322366435,0.8198422581984226,"[3, 4, 7, 8, 9, 10]",0.543640897755611,0.468615649183147,0.6472684085510689,"[2, 6]",1.2196780018446445,1978,0.09962360883565902,0.09962360883565902
256,1,.//data/output/database.db,8.539639240739261e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.4267154032034761,2,24,0.41964285714285715,3,0.3381294964028777,0.5529411764705883,1,0.06615690527028183,0.27326418950356623,2,24,35,9398,0.0,2,4,1545174677,.//models/window_5_years_quarterly/,60,1,27,10,0.5350877192982456,0.4749134948096886,0.6127232142857143,"[1, 5]",./data/output/tokenizer.pkl,0.663,0.5718803910293272,0.788659793814433,"[3, 4, 7, 8, 9, 10]",0.5431861804222649,0.4700996677740864,0.6431818181818182,"[2, 6]",0.6197381711635825,1979,0.11544486215538846,0.11544486215538846
256,1,.//data/output/database.db,0.00011861908475126854,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.3139126628161585,3,22,0.5329052969502407,3,0.48255813953488375,0.5949820788530465,1,0.06277484070302507,0.46918980747087013,2,23,67,7959,0.0,4,1,1545155527,.//models/window_5_years_quarterly/,60,10,11,10,0.5272904483430799,0.4796099290780142,0.5854978354978355,"[1, 5]",./data/output/tokenizer.pkl,0.6137030995106036,0.5340715502555367,0.7212423312883436,"[3, 4, 7, 8, 9, 10]",0.5326444340065759,0.46513535684987695,0.6230769230769231,"[2, 6]",0.7460438430368879,1979,-0.005614848607160772,0.005614848607160772
256,1,.//data/output/database.db,9.372290129290018e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.32800633251680483,1,24,0.47409733124018844,3,0.38817480719794345,0.6088709677419355,1,0.04574457881942737,0.6354947249141961,2,20,34,12025,0.0,2,4,1545155085,.//models/window_5_years_quarterly/,60,4,16,10,0.5536205316223648,0.471875,0.6696230598669624,"[1, 5]",./data/output/tokenizer.pkl,0.7016986823305287,0.5877659574468085,0.8704214257581725,"[3, 4, 7, 8, 9, 10]",0.5442498816848084,0.46862265688671556,0.6489841986455982,"[2, 6]",0.9187130231902718,1979,0.07952320038217636,0.07952320038217636
256,1,.//data/output/database.db,8.84131052753241e-05,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.24497330910636417,3,17,0.4527629233511587,3,0.3307291666666667,0.7175141242937854,1,0.10313141686995753,0.4104833567105315,2,24,40,8330,0.0,1,2,1545126384,.//models/window_5_years_quarterly/,60,7,23,10,0.5,0.3766519823788546,0.7434782608695653,"[1, 5]",./data/output/tokenizer.pkl,0.5791959157626037,0.43309791945027676,0.8740369799691834,"[3, 4, 7, 8, 9, 10]",0.5213893967093236,0.38961748633879784,0.7878453038674034,"[2, 6]",1.0557045268824725,1979,0.0472370766488413,0.0472370766488413
256,1,.//data/output/database.db,0.00012264539130525887,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1785059412263409,4,35,0.4173228346456693,3,0.32919254658385094,0.5698924731182796,1,0.0562927023807215,0.41993166850752234,1,14,45,15159,0.0,2,2,1545155657,.//models/window_5_years_quarterly/,60,1,15,10,0.523931623931624,0.43660968660968663,0.6549145299145299,"[1, 5]",./data/output/tokenizer.pkl,0.6751188589540411,0.5455180442374854,0.8854875283446711,"[3, 4, 7, 8, 9, 10]",0.5498539841468503,0.44677966101694916,0.7147505422993492,"[2, 6]",1.3355565591846785,1980,0.10660878928595463,0.10660878928595463
