batch_size,body_text_combined,data_text,decay,embedding_matrix_path,embedding_path,epochs,fc_dropout,fc_layer,fc_neurons,forecast_F1,forecast_period,forecast_precision,forecast_recall,frontpage,lr,lstm1_dropout,lstm1_layer,lstm1_max_len,lstm1_neurons,max_words,meta_dropout,meta_layer,meta_neurons,mod_id,model_folder,month_window,mt_target,n_embedding,patience,test_F1,test_precision,test_recall,testing_group,tokenizer,train_F1,train_precision,train_recall,training_group,val_F1,val_precision,val_recall,validation_group,w,year_target,diff,pci,date,Variable
256,1,.//data/output/database.db,1.2916939478059e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1793440453415773,4,18,0.7490755414685685,3,0.7640086206896551,0.7347150259067358,1,0.00216304574266678,0.10459541457428012,5,69,58,6540,0.47730890323500624,2,48,1555047584,.//models/window_5_years_quarterly/,60,7,117,3,0.7770061728395063,0.8049560351718625,0.7509321401938852,"[1, 2]",./data/output/tokenizer.pkl,0.8495698877778263,0.878692078403035,0.8223161453930685,"[5, 6, 7, 8, 9, 10]",0.7841455490578296,0.8136461704422869,0.7567093052420366,"[3, 4]",0.34310088398061783,1953,0.02793063137093787,0.02793063137093787,1953-09-30,Five-year window
256,1,.//data/output/database.db,1.3541617335288e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.20106333382781424,3,32,0.6965352449223416,3,0.7083839611178615,0.6850763807285546,1,0.00239042679589037,0.06761039060334058,5,122,74,6522,0.4833137948332564,1,40,1546166837,.//models/window_5_years_quarterly/,60,10,138,3,0.7763881940970485,0.7848293299620733,0.7681267013115566,"[1, 2]",./data/output/tokenizer.pkl,0.8989547038327526,0.896883900150779,0.9010350921484472,"[5, 6, 7, 8, 9, 10]",0.7904582548650345,0.7943477163764825,0.7866066966516742,"[3, 4]",0.3943487783318219,1953,0.07985294917470687,0.07985294917470687,1953-12-31,Five-year window
256,1,.//data/output/database.db,1.2745504927097e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.2307895187439439,1,43,0.7722653915122535,3,0.7906976744186046,0.7546728971962616,1,0.00222285486231242,0.06495714161511218,4,107,52,6266,0.5702338665038432,1,43,1555049261,.//models/window_5_years_quarterly/,60,1,137,3,0.7834010589828839,0.781188605108055,0.7856260805137071,"[1, 2]",./data/output/tokenizer.pkl,0.8608040201005025,0.8587901069518716,0.8628274009402284,"[5, 6, 7, 8, 9, 10]",0.7844266399599399,0.7877797334674378,0.781101969583645,"[3, 4]",0.4102654912447912,1954,0.01113566747063044,0.01113566747063044,1954-03-31,Five-year window
256,1,.//data/output/database.db,1.6974628745678e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.20197328436604625,4,45,0.7490494296577948,3,0.7426955702167767,0.7555129434324065,1,0.00231800176710913,0.05032202889445719,4,109,108,4117,0.3177300470019858,2,31,1546256610,.//models/window_5_years_quarterly/,60,4,110,3,0.7757153905645785,0.8095238095238095,0.7446176688938382,"[1, 2]",./data/output/tokenizer.pkl,0.8557188055302735,0.8825317360986948,0.8304870867334062,"[5, 6, 7, 8, 9, 10]",0.7803030303030303,0.8183561643835616,0.7456315526709935,"[3, 4]",0.377306706458238,1954,0.02666596090678374,0.02666596090678374,1954-06-30,Five-year window
256,1,.//data/output/database.db,1.3031893115801e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.2019646253186024,4,23,0.7441860465116278,3,0.6821705426356589,0.8186046511627907,1,0.00242049241479398,0.06446870854925112,3,186,95,4350,0.529735861503931,1,41,1546504224,.//models/window_5_years_quarterly/,60,7,77,3,0.7670032850711764,0.7393854093361483,0.7967644084934277,"[1, 2]",./data/output/tokenizer.pkl,0.911307929969104,0.8750791139240506,0.9506660936828536,"[5, 6, 7, 8, 9, 10]",0.7740182761175598,0.7497607655502392,0.7998979070954568,"[3, 4]",0.2868751241560012,1954,0.02281723855954864,0.02281723855954864,1954-09-30,Five-year window
256,1,.//data/output/database.db,1.8919302643722e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.13494607354276972,4,36,0.8138981437410756,3,0.8473736372646185,0.782967032967033,1,0.00182453302254806,0.0799170982047889,5,194,96,3771,0.31183769348618184,2,35,1554622212,.//models/window_5_years_quarterly/,60,10,129,3,0.7819368589316638,0.8218986278353403,0.7456808943089431,"[1, 2]",./data/output/tokenizer.pkl,0.8352341883424244,0.8734678483877051,0.8002073075926406,"[5, 6, 7, 8, 9, 10]",0.7844351689780532,0.8254463020685747,0.7473063109286814,"[3, 4]",0.391699085258209,1954,-0.03196128480941185,0.03196128480941185,1954-12-31,Five-year window
256,1,.//data/output/database.db,1.5262556310316e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.14322192381141638,4,44,0.6977205153617443,3,0.827262044653349,0.6032562125107113,1,0.00193321378877376,0.07687635296844272,7,142,106,5488,0.4218210644003831,1,39,1546507093,.//models/window_5_years_quarterly/,60,1,91,3,0.7737610095964244,0.7995110024449877,0.7496179317371371,"[1, 2]",./data/output/tokenizer.pkl,0.8595635202271115,0.8815394413611136,0.8386566259845928,"[5, 6, 7, 8, 9, 10]",0.7765801729873587,0.8051876379690949,0.7499357491647392,"[3, 4]",0.34281295355048486,1955,0.07604049423468007,0.07604049423468007,1955-03-31,Five-year window
256,1,.//data/output/database.db,1.4923535185018e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.17240446021353875,3,49,0.5435267857142858,3,0.8240270727580372,0.4054954204829309,1,0.00256371548306182,0.05011969767767979,6,217,90,6322,0.26353578277702266,3,30,1546508395,.//models/window_5_years_quarterly/,60,4,96,3,0.7822349570200573,0.8048780487804879,0.7608310108943501,"[1, 2]",./data/output/tokenizer.pkl,0.8421520675855937,0.8713654766286345,0.8148339356393047,"[5, 6, 7, 8, 9, 10]",0.7870370370370371,0.8157389635316699,0.7602862254025045,"[3, 4]",0.26612133570777863,1955,0.2387081713057715,0.2387081713057715,1955-06-30,Five-year window
256,1,.//data/output/database.db,6.764417528461022e-5,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.11341149369005102,1,42,0.759493670886076,3,0.89179548156956,0.6613756613756614,1,0.00197766833992575,0.04949848225976509,7,214,68,7441,0.22217030657540923,7,57,1554979014,.//models/window_5_years_quarterly/,60,7,190,3,0.7903010924593658,0.8426136363636364,0.7441043652784747,"[1, 2]",./data/output/tokenizer.pkl,0.8796321341628347,0.9342143062338408,0.8310759008433427,"[5, 6, 7, 8, 9, 10]",0.7959211055950624,0.8474285714285714,0.7503162155325069,"[3, 4]",0.3536041871297187,1955,0.03080742157328975,0.03080742157328975,1955-09-30,Five-year window
256,1,.//data/output/database.db,1.2569216498955e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1969380411594958,5,35,0.8315412186379928,3,0.8315412186379928,0.8315412186379928,1,0.00269669855904905,0.0575103389720232,4,177,91,6880,0.17886953517946383,4,36,1554629017,.//models/window_5_years_quarterly/,60,10,108,3,0.8025125628140704,0.8092221940714467,0.7959132818340394,"[1, 2]",./data/output/tokenizer.pkl,0.8847918363846846,0.8965157702667478,0.8733705772811918,"[5, 6, 7, 8, 9, 10]",0.8059663437021928,0.8176409725814796,0.794620412267471,"[3, 4]",0.2511068233448829,1955,-0.02902865582392244,0.02902865582392244,1955-12-31,Five-year window
256,1,.//data/output/database.db,1.4363480583888e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.197230757609118,4,35,0.7051775780915704,3,0.6570972886762361,0.7608494921514312,1,0.0035933123438796,0.07638950518843138,3,149,121,5100,0.2492079669609217,1,45,1554630413,.//models/window_5_years_quarterly/,60,1,174,3,0.8248236278847304,0.8006035283194057,0.8505548705302096,"[1, 2]",./data/output/tokenizer.pkl,0.9502303020421474,0.9260347978072616,0.9757240917461912,"[5, 6, 7, 8, 9, 10]",0.8268263473053892,0.7974127974127974,0.8584929122108929,"[3, 4]",0.36329308925938786,1956,0.11964604979315996,0.11964604979315996,1956-03-31,Five-year window
256,1,.//data/output/database.db,1.39739352481e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1690642443036635,7,48,0.7583804962995212,3,0.7228215767634855,0.7976190476190477,1,0.0016179401789635,0.06910797950241246,2,114,111,7017,0.2513535355342599,5,32,1546700999,.//models/window_5_years_quarterly/,60,4,123,3,0.8270531400966183,0.8177692858848817,0.8365502076716345,"[1, 2]",./data/output/tokenizer.pkl,0.9246017119220216,0.9134903293679696,0.9359867330016584,"[5, 6, 7, 8, 9, 10]",0.8246445497630331,0.8138642360278244,0.8357142857142857,"[3, 4]",0.20120082056161329,1956,0.06867264379709714,0.06867264379709714,1956-06-30,Five-year window
256,1,.//data/output/database.db,1.3081530557132e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.11841682805720329,8,38,0.4743935309973046,3,0.35845213849287166,0.701195219123506,1,0.00218897914294363,0.07477235840095024,4,154,136,4880,0.2885201994958567,6,32,1554631350,.//models/window_5_years_quarterly/,60,7,140,3,0.8232258064516129,0.7960526315789473,0.8523196502307505,"[1, 2]",./data/output/tokenizer.pkl,0.9299556479002676,0.9026528079429104,0.9589616810877628,"[5, 6, 7, 8, 9, 10]",0.8314043670206419,0.8111757857974389,0.8526676456191875,"[3, 4]",0.2587320069881889,1956,0.34883227545430834,0.34883227545430834,1956-09-30,Five-year window
256,1,.//data/output/database.db,1.3801950252748e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.18093832819148856,6,31,0.546583850931677,3,0.5382262996941896,0.555205047318612,1,0.00220627132462607,0.07011664751074102,3,168,129,7019,0.25989640937139613,3,36,1546175921,.//models/window_5_years_quarterly/,60,10,107,3,0.8085527128908663,0.8228930817610063,0.7947035957240038,"[1, 2]",./data/output/tokenizer.pkl,0.923231141926322,0.9365308024743666,0.910303928836175,"[5, 6, 7, 8, 9, 10]",0.8119380619380621,0.8295483541719827,0.7950599168500856,"[3, 4]",0.25542614383760437,1956,0.2619688619591892,0.2619688619591892,1956-12-31,Five-year window
256,1,.//data/output/database.db,1.0782080855174e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1711289389946864,4,27,0.5915492957746478,3,0.6544715447154471,0.5396648044692738,1,0.00206266742223458,0.06259933592098779,4,233,91,8058,0.22315111615162775,1,38,1554464919,.//models/window_5_years_quarterly/,60,1,141,3,0.8061762490584987,0.8322965266977709,0.7816455696202531,"[1, 2]",./data/output/tokenizer.pkl,0.9139290684434698,0.934863255974463,0.8939118957267778,"[5, 6, 7, 8, 9, 10]",0.8027707808564232,0.8262898625875033,0.7805535145726181,"[3, 4]",0.2502844064762977,1957,0.21462695328385095,0.21462695328385095,1957-03-31,Five-year window
256,1,.//data/output/database.db,1.1534049131071e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1493478780529019,2,40,0.6236054022313564,3,0.5939597315436241,0.6563658838071693,1,0.00222237243011646,0.08255150604530362,3,199,153,5874,0.24555030847673265,2,33,1555065979,.//models/window_5_years_quarterly/,60,4,78,3,0.7915118091355953,0.7798251830852823,0.8035540408958131,"[1, 2]",./data/output/tokenizer.pkl,0.9464854619510424,0.9260574494949496,0.9678350515463916,"[5, 6, 7, 8, 9, 10]",0.7888636635201339,0.7701819878674755,0.8084741611560128,"[3, 4]",0.3669735950861641,1957,0.16790640690423886,0.16790640690423886,1957-06-30,Five-year window
256,1,.//data/output/database.db,1.5493559813081e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.11403565176258824,7,44,0.5885350318471336,3,0.5454545454545454,0.6390041493775933,1,0.00185780593113114,0.0881291232723467,3,245,79,8332,0.2586068397697726,3,26,1554809151,.//models/window_5_years_quarterly/,60,7,109,3,0.7919012818976878,0.7734612684296747,0.8112420225822288,"[1, 2]",./data/output/tokenizer.pkl,0.8623467033634193,0.840473372781065,0.8853889627659575,"[5, 6, 7, 8, 9, 10]",0.7885974368187806,0.7659376454164728,0.8126388546038016,"[3, 4]",0.3271772275772842,1957,0.2033662500505542,0.2033662500505542,1957-09-30,Five-year window
256,1,.//data/output/database.db,1.6115519426825e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1596844723332114,5,27,0.5252201761409127,3,0.5503355704697986,0.5022970903522205,1,0.0022081972555622,0.06698190876881059,3,203,111,7215,0.3139126733419456,3,35,1554468822,.//models/window_5_years_quarterly/,60,10,93,3,0.7813237302868496,0.775258748151799,0.7874843554443054,"[1, 2]",./data/output/tokenizer.pkl,0.9452686697419276,0.9269704132366126,0.964303883330507,"[5, 6, 7, 8, 9, 10]",0.7746928746928747,0.7566594672426206,0.7936068462119306,"[3, 4]",0.23814343854813336,1957,0.256103554145937,0.256103554145937,1957-12-31,Five-year window
256,1,.//data/output/database.db,1.7346883441463e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.11339638089146124,5,36,0.44962302947224125,3,0.4178343949044586,0.486646884272997,1,0.00169544872932865,0.06740657285564634,3,186,140,5401,0.2563667735689068,3,31,1546521024,.//models/window_5_years_quarterly/,60,1,107,3,0.780688622754491,0.7701206005414718,0.7915507209714141,"[1, 2]",./data/output/tokenizer.pkl,0.8743095669772736,0.8604863474147232,0.8885841618100788,"[5, 6, 7, 8, 9, 10]",0.7736717680726639,0.7573690621193666,0.7906917599186165,"[3, 4]",0.24843858743722988,1958,0.33106559328224977,0.33106559328224977,1958-03-31,Five-year window
256,1,.//data/output/database.db,7.661862528799967e-5,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1338970889410107,8,41,0.4411764705882353,3,0.4991243432574431,0.39528432732316227,1,0.00168714253326957,0.08839451898384668,4,248,92,7418,0.2890594271259909,1,33,1554475136,.//models/window_5_years_quarterly/,60,4,70,3,0.7614265482168148,0.7680519480519481,0.7549144753637989,"[1, 2]",./data/output/tokenizer.pkl,0.8637997488198866,0.8650359961835372,0.8625670299256184,"[5, 6, 7, 8, 9, 10]",0.7572016460905349,0.7583719732096857,0.7560349255264509,"[3, 4]",0.27000783832166037,1958,0.3202500776285795,0.3202500776285795,1958-06-30,Five-year window
256,1,.//data/output/database.db,1.2626081154245e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.1091414719986791,7,25,0.4864212432106216,3,0.4305555555555556,0.5589459084604715,1,0.00154177264590543,0.05427118629977262,2,268,93,5809,0.2339038714243395,1,28,1554475790,.//models/window_5_years_quarterly/,60,7,143,3,0.7503685503685503,0.7142188961646398,0.7903726708074534,"[1, 2]",./data/output/tokenizer.pkl,0.9088728024819028,0.8601628562480426,0.9634306761378584,"[5, 6, 7, 8, 9, 10]",0.7534917912276404,0.7111470860314524,0.8011985409067223,"[3, 4]",0.2835885542502679,1958,0.26394730715792875,0.26394730715792875,1958-09-30,Five-year window
256,1,.//data/output/database.db,1.3494927219414e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.09374620570710816,4,35,0.5027422303473491,3,0.5623721881390593,0.4545454545454546,1,9.449048332418e-4,0.07563814382516092,4,203,151,7467,0.3573332868632335,3,28,1546526224,.//models/window_5_years_quarterly/,60,10,98,3,0.7444064227428271,0.7477525118984664,0.7410901467505241,"[1, 2]",./data/output/tokenizer.pkl,0.8532004937400811,0.8466316710411199,0.8598720454949351,"[5, 6, 7, 8, 9, 10]",0.7397367392154308,0.7310664605873262,0.7486151411237141,"[3, 4]",0.22583297071429276,1958,0.241664192395478,0.241664192395478,1958-12-31,Five-year window
256,1,.//data/output/database.db,1.1961007333344e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.11910231178676596,5,34,0.5172413793103448,3,0.6502890173410405,0.42938931297709926,1,0.00180291202901216,0.06309543480832017,2,168,114,6230,0.28617699212353936,2,33,1546527696,.//models/window_5_years_quarterly/,60,1,110,3,0.7307132459970889,0.8091553836234687,0.666135881104034,"[1, 2]",./data/output/tokenizer.pkl,0.8099020515569417,0.8825403568394222,0.7483115713642503,"[5, 6, 7, 8, 9, 10]",0.7263419628492029,0.8022617124394185,0.6635489043292357,"[3, 4]",0.16334067547665806,1959,0.21347186668674412,0.21347186668674412,1959-03-31,Five-year window
256,1,.//data/output/database.db,8.341127954650601e-5,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.07339728607663465,4,53,0.5345291479820626,3,0.5293072824156305,0.5398550724637681,1,0.00237765200137548,0.06138849240449094,2,404,84,7139,0.1583479797710569,1,21,1555005222,.//models/window_5_years_quarterly/,60,4,69,3,0.7295512734132865,0.7278838397418661,0.7312263641274986,"[1, 2]",./data/output/tokenizer.pkl,0.873175389932245,0.86604726682302,0.8804218248509857,"[5, 6, 7, 8, 9, 10]",0.7291835084882782,0.7223705285638014,0.736126224156692,"[3, 4]",0.24862168082113087,1959,0.19502212543122388,0.19502212543122388,1959-06-30,Five-year window
256,1,.//data/output/database.db,1.1984986328287e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.10504347024471113,6,35,0.5655296229802513,3,0.5412371134020618,0.5921052631578947,1,9.8706443482274e-4,0.04946219543626404,5,178,92,7067,0.3391599826574623,3,27,1554828639,.//models/window_5_years_quarterly/,60,7,106,3,0.7109281635904926,0.6816908581614464,0.7427857935627081,"[1, 2]",./data/output/tokenizer.pkl,0.7968180606168341,0.7538681466532122,0.8449575871819038,"[5, 6, 7, 8, 9, 10]",0.7028101802757158,0.6684316691880988,0.7409167132476244,"[3, 4]",0.22282254288540695,1959,0.14539854061024127,0.14539854061024127,1959-09-30,Five-year window
256,1,.//data/output/database.db,2.5001414040329e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.14883200704865288,5,27,0.47237076648841353,3,0.4522184300341297,0.4944029850746269,1,0.0021043100078277,0.03790860502754957,2,263,111,4306,0.4262411890085276,1,24,1554490467,.//models/window_5_years_quarterly/,60,10,92,3,0.6922087205146533,0.6921097770154374,0.6923076923076923,"[1, 2]",./data/output/tokenizer.pkl,0.8181904310753197,0.7974882260596546,0.8399961093278864,"[5, 6, 7, 8, 9, 10]",0.6846744384418538,0.6758349705304518,0.6937481993661769,"[3, 4]",0.378733782539842,1959,0.2198379540262398,0.2198379540262398,1959-12-31,Five-year window
256,1,.//data/output/database.db,1.341549688636e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.14347720963439134,4,37,0.570469798657718,3,0.5112781954887218,0.6451612903225806,1,0.00159353807713685,0.0573962645644255,2,188,147,6577,0.4179001472565298,1,31,1547095758,.//models/window_5_years_quarterly/,60,1,104,3,0.693967415235579,0.6900175131348512,0.6979627989371124,"[1, 2]",./data/output/tokenizer.pkl,0.8323620823620824,0.8049215741523433,0.8617395676219206,"[5, 6, 7, 8, 9, 10]",0.6761430246189918,0.666185388391568,0.68640285629277,"[3, 4]",0.25985765875742445,1960,0.12349761657786108,0.12349761657786108,1960-03-31,Five-year window
256,1,.//data/output/database.db,1.2722806107655e-4,.//data/output/embedding_matrix.pkl,.//data/output/embedding.pkl,100,0.13671355959803627,6,34,0.5598491988689915,3,0.5614366729678639,0.5582706766917294,1,0.0015382523577929,0.06608663809525121,1,185,139,8076,0.3952195916168443,1,24,1555012236,.//models/window_5_years_quarterly/,60,4,71,3,0.6687246141348497,0.7111264685556323,0.6310947562097516,"[1, 2]",./data/output/tokenizer.pkl,0.7792785462435585,0.8091697645600991,0.7515170537769408,"[5, 6, 7, 8, 9, 10]",0.6735717753681825,0.7066213921901529,0.6434755720470006,"[3, 4]",0.25892317648675195,1960,0.1088754152658582,0.1088754152658582,1960-06-30,Five-year window
